id,conversation_id,parent_claim,child_claim,dependency_type
5642,457,Claim_3470,Claim_6130,extends
5643,114,Claim_2254,Claim_8865,supports
5644,96,Claim_1193,Claim_8226,supports
5645,766,Claim_3033,Claim_8334,extends
5646,640,Claim_1056,Claim_8301,requires
5647,603,Claim_1331,Claim_6916,requires
5648,138,Claim_428,Claim_5770,extends
5649,297,Claim_1159,Claim_5834,contradicts
5650,733,Claim_4174,Claim_9091,requires
5651,235,Claim_256,Claim_6207,requires
5652,135,Claim_4115,Claim_5898,supports
5653,565,Claim_147,Claim_6656,supports
5654,603,Claim_3201,Claim_9266,contradicts
5655,197,Claim_2988,Claim_9833,supports
5656,197,Claim_2861,Claim_9134,extends
5657,690,Claim_3509,Claim_7045,requires
5658,931,Claim_2310,Claim_8659,extends
5659,305,Claim_2714,Claim_6021,requires
5660,547,Claim_925,Claim_6775,extends
5661,582,Claim_987,Claim_9028,extends
5662,203,Claim_1066,Claim_9536,extends
5663,659,Claim_1844,Claim_6500,requires
5664,328,Claim_2509,Claim_5760,extends
5665,903,Claim_4341,Claim_8869,supports
5666,382,Claim_2613,Claim_7340,contradicts
5667,28,Claim_2749,Claim_7436,requires
5668,331,Claim_2883,Claim_6575,extends
5669,303,Claim_924,Claim_6651,requires
5670,855,Claim_333,Claim_8907,supports
5671,816,Claim_1296,Claim_7453,supports
5672,285,Claim_862,Claim_5104,requires
5673,886,Claim_804,Claim_8867,requires
5674,527,Claim_4629,Claim_8447,requires
5675,769,Claim_2919,Claim_6669,requires
5676,938,Claim_85,Claim_5005,contradicts
5677,854,Claim_2568,Claim_7489,contradicts
5678,511,Claim_4970,Claim_7310,extends
5679,509,Claim_3029,Claim_6887,requires
5680,220,Claim_3726,Claim_6701,extends
5681,925,Claim_3249,Claim_9715,contradicts
5682,206,Claim_3695,Claim_6207,contradicts
5683,320,Claim_2245,Claim_9665,requires
5684,741,Claim_987,Claim_6339,extends
5685,387,Claim_4847,Claim_7577,supports
5686,298,Claim_1984,Claim_8411,extends
5687,947,Claim_382,Claim_5493,supports
5688,796,Claim_1178,Claim_7834,contradicts
5689,242,Claim_2556,Claim_5419,extends
5690,616,Claim_3969,Claim_5139,contradicts
5691,242,Claim_4159,Claim_9991,requires
5692,23,Claim_3566,Claim_7130,supports
5693,79,Claim_1682,Claim_9048,contradicts
5694,568,Claim_4709,Claim_8212,requires
5695,571,Claim_1068,Claim_8510,extends
5696,927,Claim_4017,Claim_8115,extends
5697,270,Claim_3258,Claim_5568,supports
5698,339,Claim_4682,Claim_9914,extends
5699,115,Claim_4471,Claim_5189,contradicts
5700,684,Claim_2459,Claim_8969,contradicts
5701,27,Claim_2684,Claim_5312,contradicts
5702,804,Claim_848,Claim_7732,contradicts
5703,620,Claim_105,Claim_8352,supports
5704,249,Claim_2705,Claim_8440,extends
5705,473,Claim_88,Claim_8156,supports
5706,19,Claim_2966,Claim_5325,supports
5707,790,Claim_4909,Claim_5812,requires
5708,826,Claim_860,Claim_7977,extends
5709,452,Claim_1223,Claim_9556,supports
5710,473,Claim_3957,Claim_7148,supports
5711,572,Claim_4570,Claim_9297,contradicts
5712,485,Claim_4731,Claim_8617,contradicts
5713,673,Claim_1739,Claim_5614,supports
5714,372,Claim_2380,Claim_7641,supports
5715,432,Claim_2450,Claim_6758,extends
5716,707,Claim_4829,Claim_9332,extends
5717,533,Claim_4380,Claim_6925,requires
5718,865,Claim_3784,Claim_5013,supports
5719,608,Claim_3729,Claim_7066,supports
5720,871,Claim_4524,Claim_9491,requires
5721,565,Claim_1125,Claim_9524,requires
5722,748,Claim_2889,Claim_9011,supports
5723,602,Claim_4440,Claim_9480,requires
5724,843,Claim_1533,Claim_6585,supports
5725,704,Claim_3598,Claim_7794,contradicts
5726,850,Claim_3878,Claim_9500,requires
5727,847,Claim_772,Claim_8110,contradicts
5728,881,Claim_4541,Claim_7066,supports
5729,762,Claim_1611,Claim_5054,supports
5730,750,Claim_1674,Claim_6319,extends
5731,23,Claim_3341,Claim_7395,requires
5732,183,Claim_177,Claim_8442,requires
5733,500,Claim_1409,Claim_9107,extends
5734,427,Claim_696,Claim_9852,contradicts
5735,731,Claim_675,Claim_5238,extends
5736,878,Claim_4122,Claim_6455,requires
5737,207,Claim_4186,Claim_5038,extends
5738,447,Claim_2557,Claim_9885,extends
5739,854,Claim_4581,Claim_5447,extends
5740,77,Claim_2839,Claim_5880,extends
5741,174,Claim_3530,Claim_7584,supports
5742,717,Claim_3619,Claim_8791,extends
5743,596,Claim_1512,Claim_7826,requires
5744,544,Claim_1616,Claim_8476,extends
5745,426,Claim_4352,Claim_5878,extends
5746,228,Claim_143,Claim_7666,extends
5747,153,Claim_2682,Claim_6134,requires
5748,50,Claim_334,Claim_5561,supports
5749,553,Claim_877,Claim_6517,extends
5750,940,Claim_136,Claim_8934,extends
5751,538,Claim_4312,Claim_9600,supports
5752,957,Claim_627,Claim_6162,extends
5753,90,Claim_1116,Claim_7162,extends
5754,765,Claim_3403,Claim_7869,extends
5755,973,Claim_780,Claim_5494,supports
5756,33,Claim_3629,Claim_7235,contradicts
5757,183,Claim_386,Claim_7851,supports
5758,36,Claim_4826,Claim_9724,supports
5759,69,Claim_4979,Claim_8781,supports
5760,330,Claim_4133,Claim_5231,contradicts
5761,643,Claim_1011,Claim_5683,supports
5762,858,Claim_2645,Claim_5191,contradicts
5763,110,Claim_1357,Claim_6324,contradicts
5764,62,Claim_622,Claim_5931,extends
5765,928,Claim_4127,Claim_8733,contradicts
5766,62,Claim_4271,Claim_6489,requires
5767,479,Claim_341,Claim_6599,supports
5768,604,Claim_3974,Claim_7018,supports
5769,450,Claim_4829,Claim_5776,contradicts
5770,620,Claim_1972,Claim_9038,supports
5771,615,Claim_764,Claim_5259,contradicts
5772,379,Claim_908,Claim_7483,supports
5773,262,Claim_3125,Claim_9408,supports
5774,807,Claim_4054,Claim_7606,requires
5775,66,Claim_346,Claim_9637,contradicts
5776,569,Claim_1863,Claim_7424,extends
5777,348,Claim_4884,Claim_5536,extends
5778,479,Claim_2750,Claim_6867,requires
5779,763,Claim_1515,Claim_7468,requires
5780,629,Claim_459,Claim_7900,extends
5781,784,Claim_1881,Claim_6581,contradicts
5782,488,Claim_2766,Claim_5111,supports
5783,916,Claim_3966,Claim_9511,extends
5784,365,Claim_3455,Claim_6569,requires
5785,953,Claim_2213,Claim_5288,contradicts
5786,541,Claim_2709,Claim_9146,supports
5787,103,Claim_4468,Claim_8041,contradicts
5788,462,Claim_3893,Claim_5696,requires
5789,24,Claim_3626,Claim_8698,contradicts
5790,484,Claim_3492,Claim_8551,extends
5791,933,Claim_3784,Claim_5585,supports
5792,872,Claim_3195,Claim_5848,supports
5793,292,Claim_1414,Claim_5271,extends
5794,22,Claim_3873,Claim_6694,contradicts
5795,240,Claim_4603,Claim_8200,extends
5796,880,Claim_4101,Claim_5537,contradicts
5797,638,Claim_3825,Claim_9394,supports
5798,10,Claim_3826,Claim_9599,requires
5799,912,Claim_954,Claim_8514,supports
5800,64,Claim_4266,Claim_7602,extends
5801,267,Claim_3821,Claim_7681,contradicts
5802,63,Claim_3595,Claim_7438,supports
5803,265,Claim_2451,Claim_7505,extends
5804,782,Claim_4840,Claim_7148,contradicts
5805,421,Claim_4933,Claim_6378,requires
5806,409,Claim_1430,Claim_8393,extends
5807,612,Claim_2817,Claim_5785,supports
5808,732,Claim_1870,Claim_9377,extends
5809,194,Claim_2289,Claim_7493,supports
5810,327,Claim_2763,Claim_6477,extends
5811,474,Claim_3778,Claim_8859,requires
5812,92,Claim_1559,Claim_8028,requires
5813,121,Claim_3214,Claim_5192,supports
5814,83,Claim_1680,Claim_5856,supports
5815,249,Claim_4036,Claim_9109,requires
5816,70,Claim_4432,Claim_8863,requires
5817,682,Claim_4297,Claim_9744,extends
5818,586,Claim_1979,Claim_5479,supports
5819,945,Claim_3693,Claim_8867,extends
5820,839,Claim_2618,Claim_9541,contradicts
5821,50,Claim_425,Claim_9966,supports
5822,877,Claim_3397,Claim_6532,contradicts
5823,27,Claim_4798,Claim_7228,requires
5824,722,Claim_3148,Claim_8235,supports
5825,343,Claim_16,Claim_8411,supports
5826,959,Claim_1496,Claim_7977,contradicts
5827,752,Claim_1282,Claim_9142,requires
5828,203,Claim_3769,Claim_9577,contradicts
5829,27,Claim_3621,Claim_5091,contradicts
5830,905,Claim_943,Claim_9764,supports
5831,178,Claim_2198,Claim_5989,requires
5832,992,Claim_854,Claim_9062,requires
5833,140,Claim_1564,Claim_9083,requires
5834,780,Claim_1877,Claim_5264,supports
5835,337,Claim_1838,Claim_6595,supports
5836,119,Claim_4841,Claim_6313,contradicts
5837,128,Claim_4317,Claim_8503,contradicts
5838,459,Claim_161,Claim_7117,contradicts
5839,759,Claim_2601,Claim_5375,extends
5840,210,Claim_675,Claim_7036,requires
5841,994,Claim_2407,Claim_7218,requires
5842,124,Claim_2823,Claim_8100,contradicts
5843,54,Claim_1788,Claim_8879,supports
5844,332,Claim_255,Claim_5088,requires
5845,263,Claim_4545,Claim_9219,extends
5846,913,Claim_4184,Claim_6221,requires
5847,551,Claim_1186,Claim_5453,supports
5848,147,Claim_283,Claim_6184,supports
5849,933,Claim_2611,Claim_6174,requires
5850,959,Claim_1422,Claim_5394,requires
5851,676,Claim_3487,Claim_8866,contradicts
5852,730,Claim_4034,Claim_7565,requires
5853,107,Claim_4142,Claim_8550,requires
5854,145,Claim_3010,Claim_5129,supports
5855,447,Claim_4877,Claim_8820,extends
5856,434,Claim_2808,Claim_9217,requires
5857,822,Claim_4775,Claim_7138,extends
5858,873,Claim_1725,Claim_5979,contradicts
5859,111,Claim_902,Claim_5066,supports
5860,826,Claim_4043,Claim_9199,extends
5861,81,Claim_1869,Claim_7704,requires
5862,73,Claim_482,Claim_9842,extends
5863,710,Claim_3358,Claim_8484,supports
5864,496,Claim_3355,Claim_7954,supports
5865,539,Claim_4179,Claim_6966,requires
5866,855,Claim_3095,Claim_5177,requires
5867,70,Claim_3692,Claim_5634,extends
5868,975,Claim_2912,Claim_7796,supports
5869,914,Claim_3693,Claim_7820,contradicts
5870,588,Claim_1604,Claim_9993,supports
5871,823,Claim_3922,Claim_9388,extends
5872,857,Claim_3433,Claim_7180,supports
5873,803,Claim_4481,Claim_6616,contradicts
5874,954,Claim_2239,Claim_7514,extends
5875,282,Claim_504,Claim_6500,contradicts
5876,705,Claim_2563,Claim_9863,supports
5877,58,Claim_4188,Claim_8742,requires
5878,111,Claim_4002,Claim_7571,requires
5879,387,Claim_2024,Claim_7568,requires
5880,596,Claim_9,Claim_6595,supports
5881,552,Claim_3475,Claim_9259,extends
5882,166,Claim_500,Claim_5079,requires
5883,985,Claim_1671,Claim_9535,requires
5884,337,Claim_2375,Claim_6912,requires
5885,4,Claim_865,Claim_6004,extends
5886,988,Claim_3225,Claim_9874,extends
5887,538,Claim_4991,Claim_8761,extends
5888,137,Claim_2148,Claim_9687,requires
5889,418,Claim_739,Claim_6795,contradicts
5890,836,Claim_4383,Claim_9051,requires
5891,660,Claim_3126,Claim_5358,supports
5892,228,Claim_835,Claim_5183,requires
5893,135,Claim_2139,Claim_7979,extends
5894,82,Claim_1011,Claim_7573,requires
5895,109,Claim_4465,Claim_6142,requires
5896,344,Claim_1102,Claim_6478,requires
5897,120,Claim_77,Claim_8297,contradicts
5898,420,Claim_3467,Claim_8574,contradicts
5899,880,Claim_3420,Claim_8000,contradicts
5900,34,Claim_2323,Claim_6505,supports
5901,661,Claim_510,Claim_6762,requires
5902,274,Claim_4777,Claim_8697,extends
5903,435,Claim_2453,Claim_7975,requires
5904,508,Claim_604,Claim_6308,supports
5905,720,Claim_1326,Claim_7453,requires
5906,443,Claim_2465,Claim_5613,contradicts
5907,361,Claim_3885,Claim_6116,supports
5908,695,Claim_2032,Claim_5536,supports
5909,254,Claim_4774,Claim_8101,extends
5910,822,Claim_4841,Claim_5392,extends
5911,807,Claim_4110,Claim_6310,requires
5912,444,Claim_3980,Claim_6446,extends
5913,793,Claim_134,Claim_9058,supports
5914,789,Claim_629,Claim_6765,contradicts
5915,29,Claim_1864,Claim_6548,requires
5916,423,Claim_4255,Claim_9836,contradicts
5917,839,Claim_4984,Claim_7360,extends
5918,507,Claim_4592,Claim_6685,requires
5919,488,Claim_3943,Claim_7287,contradicts
5920,503,Claim_1537,Claim_6387,contradicts
5921,340,Claim_3700,Claim_5937,contradicts
5922,976,Claim_2995,Claim_7223,requires
5923,554,Claim_2073,Claim_8897,extends
5924,468,Claim_3293,Claim_5348,contradicts
5925,71,Claim_1426,Claim_9452,supports
5926,490,Claim_4096,Claim_5905,requires
5927,93,Claim_3156,Claim_9800,contradicts
5928,279,Claim_2540,Claim_6518,extends
5929,597,Claim_3101,Claim_6747,extends
5930,279,Claim_4039,Claim_5329,supports
5931,318,Claim_1373,Claim_9792,contradicts
5932,992,Claim_2640,Claim_7222,requires
5933,973,Claim_946,Claim_6354,supports
5934,38,Claim_3613,Claim_6901,supports
5935,393,Claim_4552,Claim_5350,supports
5936,390,Claim_4593,Claim_6485,contradicts
5937,145,Claim_2009,Claim_9918,requires
5938,654,Claim_3587,Claim_8210,requires
5939,991,Claim_2621,Claim_6623,extends
5940,963,Claim_4652,Claim_9641,extends
5941,592,Claim_829,Claim_9514,requires
5942,719,Claim_2790,Claim_9975,supports
5943,372,Claim_4114,Claim_9338,contradicts
5944,964,Claim_960,Claim_9783,contradicts
5945,526,Claim_1503,Claim_7259,requires
5946,846,Claim_2422,Claim_5945,supports
5947,889,Claim_4334,Claim_9276,supports
5948,862,Claim_1904,Claim_7209,requires
5949,463,Claim_375,Claim_5148,requires
5950,110,Claim_3462,Claim_9932,extends
5951,553,Claim_2174,Claim_9018,extends
5952,524,Claim_598,Claim_5241,requires
5953,252,Claim_4082,Claim_5037,requires
5954,173,Claim_578,Claim_9605,contradicts
5955,38,Claim_4596,Claim_6047,extends
5956,403,Claim_532,Claim_8274,extends
5957,315,Claim_377,Claim_7816,contradicts
5958,400,Claim_2341,Claim_9157,contradicts
5959,630,Claim_167,Claim_5917,requires
5960,356,Claim_1397,Claim_7535,supports
5961,716,Claim_65,Claim_5592,requires
5962,375,Claim_2967,Claim_5202,contradicts
5963,607,Claim_1951,Claim_7668,requires
5964,562,Claim_944,Claim_7364,supports
5965,155,Claim_3865,Claim_8978,supports
5966,78,Claim_2956,Claim_6964,extends
5967,983,Claim_4267,Claim_9055,extends
5968,678,Claim_4415,Claim_6956,extends
5969,609,Claim_1019,Claim_6263,extends
5970,515,Claim_1014,Claim_5659,requires
5971,285,Claim_371,Claim_5454,requires
5972,259,Claim_1831,Claim_6175,requires
5973,169,Claim_4396,Claim_7069,extends
5974,172,Claim_1833,Claim_8985,requires
5975,43,Claim_1745,Claim_7618,requires
5976,486,Claim_1136,Claim_9857,contradicts
5977,281,Claim_1193,Claim_7341,requires
5978,177,Claim_1134,Claim_6289,requires
5979,294,Claim_3923,Claim_6223,extends
5980,658,Claim_2007,Claim_6797,contradicts
5981,765,Claim_1934,Claim_6300,requires
5982,46,Claim_1777,Claim_6477,extends
5983,154,Claim_3650,Claim_7706,requires
5984,103,Claim_4087,Claim_7900,extends
5985,313,Claim_2230,Claim_5587,requires
5986,225,Claim_208,Claim_9156,supports
5987,749,Claim_4224,Claim_5684,extends
5988,296,Claim_1166,Claim_7294,supports
5989,832,Claim_1398,Claim_9912,requires
5990,232,Claim_2919,Claim_9936,requires
5991,380,Claim_1319,Claim_6126,extends
5992,153,Claim_256,Claim_6806,requires
5993,787,Claim_2145,Claim_9483,supports
5994,838,Claim_218,Claim_9966,extends
5995,626,Claim_1889,Claim_8339,requires
5996,450,Claim_4372,Claim_8013,supports
5997,283,Claim_2864,Claim_7815,contradicts
5998,789,Claim_4867,Claim_7554,contradicts
5999,280,Claim_2507,Claim_6155,requires
6000,944,Claim_1823,Claim_9008,extends
6001,439,Claim_4606,Claim_6542,extends
6002,812,Claim_1894,Claim_6673,contradicts
6003,546,Claim_1747,Claim_6662,requires
6004,690,Claim_2892,Claim_8047,requires
6005,654,Claim_1794,Claim_9036,contradicts
6006,95,Claim_1900,Claim_9868,extends
6007,923,Claim_626,Claim_5878,requires
6008,338,Claim_1767,Claim_5933,extends
6009,881,Claim_3442,Claim_7067,contradicts
6010,961,Claim_3124,Claim_8099,requires
6011,933,Claim_2884,Claim_8631,supports
6012,363,Claim_3914,Claim_5878,requires
6013,96,Claim_2963,Claim_5712,extends
6014,931,Claim_1885,Claim_6856,extends
6015,375,Claim_3240,Claim_6368,contradicts
6016,345,Claim_141,Claim_6003,extends
6017,344,Claim_4515,Claim_7500,supports
6018,780,Claim_451,Claim_6989,contradicts
6019,86,Claim_640,Claim_6909,requires
6020,198,Claim_1138,Claim_5194,extends
6021,136,Claim_263,Claim_5681,requires
6022,234,Claim_4425,Claim_6434,extends
6023,646,Claim_3524,Claim_5323,requires
6024,552,Claim_3227,Claim_9558,requires
6025,432,Claim_1888,Claim_5007,requires
6026,17,Claim_3385,Claim_7326,requires
6027,822,Claim_1871,Claim_9874,requires
6028,321,Claim_3517,Claim_9594,supports
6029,590,Claim_1385,Claim_9664,contradicts
6030,588,Claim_663,Claim_5708,supports
6031,132,Claim_4305,Claim_7501,extends
6032,539,Claim_1557,Claim_7621,supports
6033,836,Claim_4658,Claim_7006,extends
6034,957,Claim_3632,Claim_8024,extends
6035,132,Claim_3184,Claim_9970,contradicts
6036,869,Claim_4102,Claim_8247,extends
6037,894,Claim_1029,Claim_5453,supports
6038,865,Claim_1987,Claim_5108,requires
6039,857,Claim_2646,Claim_6616,extends
6040,176,Claim_1943,Claim_9920,requires
6041,936,Claim_4990,Claim_5580,supports
6042,678,Claim_4572,Claim_8091,requires
6043,317,Claim_909,Claim_5606,contradicts
6044,96,Claim_3157,Claim_7404,contradicts
6045,947,Claim_3383,Claim_7730,extends
6046,197,Claim_3403,Claim_8071,requires
6047,575,Claim_1240,Claim_8544,supports
6048,54,Claim_4318,Claim_5122,supports
6049,289,Claim_3731,Claim_5026,extends
6050,192,Claim_1313,Claim_8410,supports
6051,761,Claim_106,Claim_9328,contradicts
6052,880,Claim_1555,Claim_9614,supports
6053,207,Claim_2191,Claim_8765,extends
6054,121,Claim_176,Claim_7992,extends
6055,576,Claim_4242,Claim_9334,extends
6056,104,Claim_1319,Claim_5067,contradicts
6057,895,Claim_2232,Claim_6322,extends
6058,244,Claim_3449,Claim_6021,requires
6059,35,Claim_700,Claim_5171,requires
6060,152,Claim_4577,Claim_6695,extends
6061,71,Claim_1036,Claim_5775,supports
6062,100,Claim_2965,Claim_5816,supports
6063,937,Claim_3400,Claim_5386,requires
6064,828,Claim_4217,Claim_7478,requires
6065,693,Claim_215,Claim_7307,extends
6066,717,Claim_276,Claim_9765,requires
6067,690,Claim_3751,Claim_8321,requires
6068,687,Claim_1975,Claim_5841,supports
6069,52,Claim_4944,Claim_7540,contradicts
6070,206,Claim_629,Claim_9890,contradicts
6071,143,Claim_1102,Claim_6759,requires
6072,335,Claim_1953,Claim_6348,requires
6073,82,Claim_2118,Claim_8946,extends
6074,660,Claim_2836,Claim_5107,requires
6075,967,Claim_3097,Claim_6249,extends
6076,234,Claim_1044,Claim_8755,contradicts
6077,41,Claim_4765,Claim_7239,contradicts
6078,838,Claim_2126,Claim_9216,extends
6079,86,Claim_4060,Claim_7347,extends
6080,426,Claim_75,Claim_5603,requires
6081,84,Claim_3574,Claim_9199,requires
6082,969,Claim_3142,Claim_6831,supports
6083,949,Claim_3973,Claim_6640,requires
6084,167,Claim_1246,Claim_7590,requires
6085,382,Claim_4467,Claim_7141,extends
6086,413,Claim_1709,Claim_9913,supports
6087,455,Claim_268,Claim_5838,extends
6088,807,Claim_4206,Claim_9566,supports
6089,7,Claim_1177,Claim_9662,contradicts
6090,844,Claim_3619,Claim_9549,extends
6091,178,Claim_1710,Claim_6902,contradicts
6092,543,Claim_3518,Claim_6117,extends
6093,281,Claim_1161,Claim_6076,extends
6094,845,Claim_2390,Claim_6075,extends
6095,428,Claim_2475,Claim_5624,supports
6096,125,Claim_2118,Claim_7251,extends
6097,197,Claim_45,Claim_7976,requires
6098,843,Claim_3199,Claim_7765,requires
6099,463,Claim_3451,Claim_5103,requires
6100,111,Claim_1240,Claim_7926,supports
6101,498,Claim_2115,Claim_6951,contradicts
6102,177,Claim_1022,Claim_5230,contradicts
6103,241,Claim_4396,Claim_9194,extends
6104,715,Claim_4646,Claim_5219,extends
6105,722,Claim_822,Claim_8566,requires
6106,268,Claim_3194,Claim_8539,supports
6107,785,Claim_1229,Claim_8215,requires
6108,299,Claim_4583,Claim_7831,supports
6109,645,Claim_842,Claim_8649,requires
6110,680,Claim_3499,Claim_5939,extends
6111,288,Claim_4028,Claim_8078,contradicts
6112,805,Claim_4799,Claim_8737,requires
6113,436,Claim_2475,Claim_8505,extends
6114,942,Claim_3548,Claim_8012,supports
6115,188,Claim_4507,Claim_6312,requires
6116,862,Claim_3727,Claim_7437,requires
6117,630,Claim_2276,Claim_9463,extends
6118,341,Claim_2384,Claim_7568,requires
6119,389,Claim_1993,Claim_7413,contradicts
6120,831,Claim_3705,Claim_9576,extends
6121,42,Claim_392,Claim_5894,extends
6122,503,Claim_3166,Claim_9192,extends
6123,371,Claim_1305,Claim_9279,supports
6124,241,Claim_3974,Claim_6058,contradicts
6125,178,Claim_379,Claim_7358,requires
6126,766,Claim_3004,Claim_6863,contradicts
6127,163,Claim_545,Claim_9035,supports
6128,346,Claim_3894,Claim_6102,requires
6129,815,Claim_4055,Claim_8724,extends
6130,909,Claim_358,Claim_5389,extends
6131,739,Claim_402,Claim_6576,supports
6132,275,Claim_1564,Claim_6645,supports
6133,943,Claim_3980,Claim_8799,supports
6134,740,Claim_229,Claim_5755,extends
6135,934,Claim_729,Claim_7953,extends
6136,185,Claim_2017,Claim_9118,contradicts
6137,64,Claim_4670,Claim_7776,contradicts
6138,347,Claim_81,Claim_8517,extends
6139,498,Claim_1006,Claim_9565,supports
6140,53,Claim_3148,Claim_6638,supports
6141,611,Claim_4379,Claim_8001,contradicts
6142,283,Claim_4451,Claim_5442,requires
6143,399,Claim_3687,Claim_8125,contradicts
6144,723,Claim_3547,Claim_6149,supports
6145,682,Claim_3456,Claim_7643,supports
6146,409,Claim_2852,Claim_5700,extends
6147,411,Claim_2616,Claim_7049,requires
6148,862,Claim_1614,Claim_8953,supports
6149,280,Claim_1346,Claim_5530,contradicts
6150,123,Claim_2977,Claim_6184,extends
6151,569,Claim_3686,Claim_8593,requires
6152,817,Claim_488,Claim_5221,supports
6153,582,Claim_4340,Claim_7795,contradicts
6154,935,Claim_2834,Claim_5459,requires
6155,653,Claim_4893,Claim_6681,contradicts
6156,641,Claim_3890,Claim_8265,extends
6157,685,Claim_1696,Claim_9219,supports
6158,191,Claim_1591,Claim_7654,contradicts
6159,969,Claim_1586,Claim_6755,requires
6160,48,Claim_3218,Claim_6267,supports
6161,212,Claim_4043,Claim_8383,supports
6162,133,Claim_320,Claim_9081,supports
6163,457,Claim_2020,Claim_8849,extends
6164,922,Claim_3241,Claim_8435,supports
6165,248,Claim_742,Claim_8559,requires
6166,446,Claim_134,Claim_8677,supports
6167,276,Claim_3150,Claim_8536,supports
6168,46,Claim_2758,Claim_7747,extends
6169,758,Claim_531,Claim_9784,contradicts
6170,588,Claim_1542,Claim_7243,contradicts
6171,628,Claim_4979,Claim_5554,requires
6172,88,Claim_2982,Claim_5358,extends
6173,810,Claim_4583,Claim_8594,extends
6174,427,Claim_1417,Claim_6142,contradicts
6175,345,Claim_2730,Claim_8650,contradicts
6176,903,Claim_880,Claim_7138,contradicts
6177,649,Claim_357,Claim_9271,supports
6178,445,Claim_3145,Claim_5206,extends
6179,426,Claim_1909,Claim_7177,supports
6180,597,Claim_722,Claim_8119,supports
6181,933,Claim_3409,Claim_9635,extends
6182,127,Claim_2011,Claim_6620,extends
6183,387,Claim_1645,Claim_7388,contradicts
6184,813,Claim_1414,Claim_9376,supports
6185,276,Claim_1799,Claim_6548,extends
6186,759,Claim_3165,Claim_7112,contradicts
6187,274,Claim_3068,Claim_9184,supports
6188,415,Claim_2474,Claim_9793,contradicts
6189,426,Claim_786,Claim_7690,extends
6190,651,Claim_4132,Claim_8360,supports
6191,336,Claim_896,Claim_7963,requires
6192,478,Claim_2472,Claim_5150,requires
6193,708,Claim_4814,Claim_7067,supports
6194,450,Claim_240,Claim_8471,supports
6195,686,Claim_4446,Claim_5813,extends
6196,353,Claim_3602,Claim_5509,requires
6197,32,Claim_1273,Claim_9350,extends
6198,974,Claim_1212,Claim_7176,requires
6199,69,Claim_2557,Claim_8900,supports
6200,420,Claim_4000,Claim_7863,requires
6201,836,Claim_2698,Claim_5270,supports
6202,794,Claim_155,Claim_6496,supports
6203,696,Claim_4663,Claim_8694,requires
6204,941,Claim_3453,Claim_7486,requires
6205,8,Claim_2542,Claim_9562,requires
6206,679,Claim_236,Claim_5673,requires
6207,350,Claim_3264,Claim_5569,extends
6208,318,Claim_3576,Claim_8373,extends
6209,341,Claim_3377,Claim_9768,contradicts
6210,66,Claim_1153,Claim_8045,supports
6211,433,Claim_1110,Claim_9112,supports
6212,180,Claim_3130,Claim_5895,contradicts
6213,184,Claim_1247,Claim_9308,contradicts
6214,512,Claim_2352,Claim_8151,requires
6215,534,Claim_2817,Claim_6003,extends
6216,433,Claim_4322,Claim_5604,contradicts
6217,922,Claim_4421,Claim_5180,contradicts
6218,273,Claim_3082,Claim_6901,contradicts
6219,703,Claim_4508,Claim_5320,supports
6220,764,Claim_1099,Claim_8688,extends
6221,626,Claim_767,Claim_8659,supports
6222,274,Claim_1019,Claim_5866,extends
6223,112,Claim_1480,Claim_9998,supports
6224,1000,Claim_2840,Claim_9277,contradicts
6225,70,Claim_4780,Claim_6606,requires
6226,649,Claim_1380,Claim_8073,extends
6227,93,Claim_1816,Claim_7470,contradicts
6228,435,Claim_226,Claim_8819,supports
6229,737,Claim_4185,Claim_6312,contradicts
6230,967,Claim_1049,Claim_5889,extends
6231,558,Claim_2807,Claim_6342,extends
6232,171,Claim_1788,Claim_5997,supports
6233,319,Claim_1518,Claim_6842,supports
6234,82,Claim_2970,Claim_7547,requires
6235,838,Claim_4768,Claim_8704,supports
6236,264,Claim_4682,Claim_9370,extends
6237,81,Claim_1425,Claim_5142,requires
6238,677,Claim_292,Claim_7574,extends
6239,597,Claim_2803,Claim_7540,extends
6240,776,Claim_1368,Claim_9214,contradicts
6241,356,Claim_628,Claim_6066,extends
6242,549,Claim_3753,Claim_9276,contradicts
6243,207,Claim_629,Claim_5028,requires
6244,300,Claim_4686,Claim_5657,contradicts
6245,987,Claim_4322,Claim_8696,requires
6246,854,Claim_2303,Claim_6464,requires
6247,223,Claim_38,Claim_5051,extends
6248,54,Claim_831,Claim_9368,requires
6249,63,Claim_3427,Claim_9903,extends
6250,152,Claim_4676,Claim_6211,contradicts
6251,58,Claim_653,Claim_5943,requires
6252,177,Claim_4177,Claim_5168,supports
6253,795,Claim_3404,Claim_9430,supports
6254,960,Claim_3804,Claim_6982,extends
6255,938,Claim_4249,Claim_5858,requires
6256,905,Claim_3005,Claim_5263,requires
6257,503,Claim_1232,Claim_5608,supports
6258,442,Claim_3435,Claim_7869,supports
6259,680,Claim_2739,Claim_8488,contradicts
6260,906,Claim_3035,Claim_6912,contradicts
6261,999,Claim_189,Claim_5412,extends
6262,446,Claim_4040,Claim_5677,requires
6263,71,Claim_3725,Claim_6105,requires
6264,456,Claim_2602,Claim_6918,contradicts
6265,266,Claim_1721,Claim_5767,requires
6266,97,Claim_603,Claim_9423,requires
6267,605,Claim_4237,Claim_5909,contradicts
6268,796,Claim_1411,Claim_5947,contradicts
6269,591,Claim_1477,Claim_9642,extends
