sample_id,hidden_dim,hidden_mean,hidden_std,hidden_norm,final_token_entropy,max_logit,logit_margin,attention_dispersion,retrieval_confidence,semantic_consistency,target_semantic_entropy,hallucination_label
4217,64,0.138543,0.327574,30.663745,4.885027,10.283765,4.762626,0.444258,0.379831,0.582942,0.501389,0
4218,64,0.434899,1.226301,17.160523,4.148138,11.217813,5.820439,0.900511,0.034007,0.725144,0.621628,1
4219,64,0.948329,0.993679,41.112294,3.697995,0.903971,3.975577,0.724498,0.881845,0.352938,0.535207,0
4220,64,-0.120209,0.986834,9.21719,3.220669,23.029015,9.314775,0.945981,0.728395,0.63117,0.444796,0
4221,64,-0.555,0.374215,40.777505,2.43832,14.73926,5.051833,0.591011,0.075302,0.091465,0.714025,1
4222,64,0.953333,0.549626,42.659873,4.292442,6.903118,11.666624,0.773562,0.091626,0.125705,0.724911,1
4223,64,0.513525,1.040899,36.881549,4.861493,27.045472,0.259628,0.185184,0.73511,0.508855,0.502218,0
4224,64,-0.18274,0.127676,50.558667,4.54288,0.801364,13.951842,0.535147,0.351359,0.083847,0.753446,1
4225,64,0.043951,0.431435,16.001915,4.078374,6.144981,3.745179,0.435119,0.061237,0.996248,0.437725,0
4226,64,0.257992,1.147959,55.661099,1.421873,4.349197,13.53163,0.260589,0.703832,0.463765,0.37094,0
4227,64,-0.711509,1.21107,31.992508,1.451152,0.617718,6.106141,0.499776,0.130483,0.64028,0.575506,1
4228,64,0.458736,0.807613,6.329953,3.596165,19.151779,8.755517,0.335599,0.420625,0.168791,0.693003,1
4229,64,0.419114,0.108746,22.169309,1.324066,23.688663,5.664406,0.438078,0.905779,0.223245,0.465575,0
4230,64,0.04242,0.23942,47.270125,4.20691,27.346083,5.900237,0.402427,0.265953,0.256105,0.654364,1
4231,64,-0.791428,0.69137,52.692477,1.261548,27.600844,7.014171,0.341076,0.182105,0.769157,0.401756,0
4232,64,-0.197771,1.207501,56.704421,0.57412,17.781548,0.997965,0.370707,0.461375,0.247537,0.677053,1
4233,64,0.375348,0.258195,35.435563,1.63852,19.271907,0.437478,0.62618,0.32709,0.625616,0.453324,0
4234,64,-0.480367,0.532162,33.960024,0.217705,12.479624,4.686048,0.459628,0.298117,0.225845,0.667743,1
4235,64,0.33298,0.222468,30.087541,0.232314,16.073247,3.523096,0.350148,0.286151,0.176461,0.668292,1
4236,64,0.840332,0.575346,20.78157,4.767364,22.708612,8.051265,0.386902,0.015466,0.188998,0.733912,1
4237,64,-0.270822,0.410062,10.933609,2.119588,24.891671,4.671048,0.106632,0.262048,0.103202,0.662308,1
4238,64,-0.934794,0.194735,42.047056,2.31238,6.671625,9.613189,0.680514,0.079499,0.16942,0.627983,1
4239,64,0.15395,1.23807,17.941382,4.025026,15.593324,4.225963,0.983247,0.710031,0.674201,0.556309,1
4240,64,-0.729075,0.691541,31.941079,0.525551,9.650703,9.70762,0.995598,0.194635,0.833801,0.475659,0
4241,64,-0.991011,0.906433,42.463174,1.40892,14.623601,13.650805,0.252408,0.912145,0.001992,0.509473,0
4242,64,0.941629,1.147194,37.73057,0.79987,16.98525,0.670863,0.402356,0.828117,0.605022,0.462228,0
4243,64,0.527689,0.5224,46.186744,0.164683,20.836051,3.676577,0.420782,0.321952,0.821427,0.331357,0
4244,64,0.932344,0.810785,56.083876,1.190014,26.357093,4.803701,0.17842,0.414055,0.987548,0.250368,0
4245,64,0.108847,0.579331,34.906242,3.345637,3.603729,7.885211,0.551711,0.013508,0.699004,0.619185,1
4246,64,-0.609766,0.830215,35.038506,1.986466,15.716748,7.185935,0.160253,0.72456,0.847013,0.277807,0
4247,64,-0.690832,1.367108,59.921019,0.050405,2.115619,14.775692,0.542393,0.899634,0.424102,0.320507,0
4248,64,-0.589863,1.076026,30.705736,4.723805,11.747633,1.692727,0.269114,0.348397,0.977876,0.34575,0
4249,64,-0.864477,0.888733,35.871854,2.226704,25.151723,10.184472,0.126888,0.733854,0.619651,0.387285,0
4250,64,0.188705,1.280882,56.269103,3.311021,12.266986,4.981989,0.768911,0.237711,0.583752,0.702341,1
4251,64,0.406977,0.616142,35.769517,3.856793,19.103843,8.109128,0.644865,0.269331,0.323805,0.653222,1
4252,64,-0.718409,1.172106,17.633556,1.198796,10.897279,7.867102,0.348438,0.845233,0.148509,0.483704,0
4253,64,0.030918,0.370545,27.000127,1.077736,15.469201,9.13469,0.887486,0.081645,0.59987,0.467499,0
4254,64,0.110175,0.580234,6.020293,3.181226,17.610573,1.294391,0.719575,0.601451,0.757997,0.565021,1
4255,64,0.961414,1.319108,52.205472,4.674955,8.929683,6.42894,0.566302,0.627217,0.156826,0.740206,1
4256,64,0.561498,0.786634,42.522607,3.448616,8.245156,12.762144,0.922138,0.080877,0.071033,0.806352,1
4257,64,0.904761,1.43968,31.026327,0.808684,8.386881,11.748031,0.300852,0.738677,0.27045,0.440188,0
4258,64,0.152634,0.30275,15.111694,4.556579,15.502805,5.967482,0.735019,0.840291,0.980051,0.423308,0
4259,64,-0.013501,0.318829,6.17736,0.279024,19.132038,0.337561,0.456831,0.020663,0.569845,0.45794,0
4260,64,0.928844,1.003514,59.688274,2.231817,20.568381,9.863937,0.616908,0.330176,0.994458,0.367152,0
4261,64,0.809282,1.151109,53.028388,2.108341,0.734739,10.313567,0.268535,0.817951,0.728919,0.345641,0
4262,64,0.306624,0.211268,47.92185,1.900901,4.570358,10.555781,0.293397,0.645522,0.683567,0.322819,0
4263,64,0.569444,1.033657,5.256783,4.865466,10.348612,8.582289,0.039786,0.896275,0.448473,0.495603,0
4264,64,0.562203,0.123395,56.631378,4.044094,14.191142,7.268865,0.159336,0.287264,0.479204,0.61238,1
4265,64,-0.42231,0.610191,57.395515,4.785261,28.317761,7.971387,0.333301,0.132031,0.536597,0.691434,1
4266,64,0.717309,1.027766,7.032446,3.453966,12.527075,4.00552,0.460204,0.627554,0.674845,0.476943,0
4267,64,0.00978,1.238959,53.91573,0.673073,20.338708,2.353332,0.01541,0.780986,0.563671,0.39402,0
4268,64,-0.570403,1.176876,28.799681,2.776331,19.574387,2.808519,0.50125,0.480175,0.344222,0.574501,1
4269,64,-0.101351,1.105118,24.087508,1.659315,12.408642,4.856602,0.384174,0.540606,0.02447,0.730539,1
4270,64,-0.465253,1.453226,31.232433,0.839019,12.02569,13.121885,0.51015,0.111567,0.044962,0.670638,1
4271,64,-0.892498,0.547937,19.365651,3.205372,10.217157,3.739892,0.285714,0.621704,0.349122,0.479299,0
4272,64,0.951553,0.464926,30.031673,1.433223,3.547956,10.487246,0.371878,0.328941,0.745189,0.346572,0
4273,64,-0.575984,0.333947,7.220456,3.016789,10.045898,1.588564,0.065672,0.104448,0.393902,0.678561,1
4274,64,-0.118252,1.318294,41.022531,1.741279,16.91544,2.452981,0.574866,0.939207,0.665171,0.412226,0
4275,64,-0.507698,1.400019,13.346803,0.382785,20.031997,6.903969,0.961788,0.462018,0.087122,0.563788,1
4276,64,0.427657,0.597271,43.342493,2.303919,28.225022,2.905152,0.051602,0.264009,0.62372,0.478193,0
4277,64,-0.994949,0.910035,23.25124,0.776252,2.980848,3.874406,0.684452,0.573442,0.271304,0.556683,1
4278,64,0.938574,0.493361,31.397924,3.486212,15.503384,8.734545,0.715329,0.417912,0.390962,0.661107,1
4279,64,0.474618,1.065886,33.954438,2.402571,13.782181,4.606914,0.727175,0.523506,0.055763,0.693733,1
4280,64,0.236623,0.969995,13.941018,0.33672,20.827527,12.558413,0.736055,0.640194,0.027698,0.582421,1
4281,64,-0.357428,1.011715,12.379056,2.099605,11.115281,10.453691,0.490092,0.062117,0.906682,0.504706,0
4282,64,0.859009,1.393334,39.16442,2.688762,29.055788,6.627376,0.573226,0.37433,0.870968,0.439885,0
4283,64,-0.811856,0.297326,33.371768,1.135743,14.879932,3.626573,0.86682,0.109196,0.520216,0.580015,1
4284,64,0.837498,0.208214,45.511741,3.824617,29.671566,4.916733,0.716803,0.201821,0.810907,0.483292,0
4285,64,0.386073,0.130902,46.20293,1.444876,9.577643,7.499133,0.917063,0.765856,0.993817,0.271029,0
4286,64,0.542926,0.532767,55.072048,1.414969,3.766804,12.324268,0.201162,0.495815,0.05471,0.503171,0
4287,64,-0.588931,0.723774,39.867167,4.784116,3.891338,11.154154,0.044472,0.380339,0.781175,0.459147,0
4288,64,0.660831,0.447002,16.419524,3.398617,0.061794,9.743291,0.966436,0.74731,0.970497,0.282554,0
4289,64,-0.58388,1.100614,26.894366,0.369183,12.103841,2.688423,0.804692,0.66397,0.49532,0.487851,0
4290,64,-0.810724,1.095586,53.171899,1.344919,19.194865,10.912928,0.947109,0.854463,0.095319,0.510342,0
4291,64,-0.738587,0.337087,25.97297,2.536685,1.306705,10.953324,0.794284,0.31199,0.363664,0.534317,0
4292,64,0.50233,1.241822,59.543061,1.669008,19.654139,2.306477,0.168457,0.035531,0.319557,0.717889,1
4293,64,0.448552,0.572281,49.729839,1.185783,22.9153,13.423046,0.961198,0.993413,0.612808,0.346128,0
4294,64,0.061654,0.926258,31.029896,4.228211,4.953912,4.019367,0.506581,0.035761,0.374047,0.743006,1
4295,64,0.124818,1.358738,59.595192,1.127328,10.03406,14.250339,0.401845,0.509119,0.590066,0.469537,0
4296,64,0.113088,1.330292,38.688835,3.889553,8.912643,11.853113,0.579849,0.042343,0.87423,0.55664,1
4297,64,0.433142,0.75808,57.745326,4.128075,25.227308,13.611596,0.003298,0.623748,0.734388,0.395315,0
4298,64,-0.998062,1.027005,5.552251,1.259343,26.534377,5.55406,0.10259,0.807305,0.015519,0.588063,1
4299,64,-0.175251,1.266222,24.085548,1.616206,17.857597,9.179183,0.966402,0.038912,0.397724,0.628129,1
4300,64,0.1815,1.304752,46.179951,3.562868,4.914149,2.538602,0.181682,0.252057,0.018143,0.771317,1
4301,64,-0.201407,1.050791,36.578459,4.337018,24.79848,12.788648,0.469332,0.845803,0.738988,0.358703,0
4302,64,-0.320238,0.163874,41.941049,4.014572,25.353948,14.730671,0.146985,0.049412,0.836338,0.521624,0
4303,64,0.095174,0.207776,49.865032,1.081489,16.613182,10.189889,0.91618,0.760254,0.269569,0.472975,0
4304,64,-0.42487,0.528334,12.500057,1.306239,17.838612,2.562142,0.239858,0.148663,0.691347,0.458616,0
4305,64,0.547995,0.130802,6.497615,0.953407,13.427707,14.073678,0.1713,0.659294,0.161116,0.411496,0
4306,64,0.281387,1.262454,36.194596,3.570732,7.000055,3.453801,0.161799,0.322714,0.380632,0.590128,1
4307,64,0.272436,0.752806,27.596439,2.941916,26.828137,10.444995,0.274796,0.735253,0.799846,0.283475,0
4308,64,0.074712,1.451443,52.323325,4.341002,13.75116,14.009105,0.215531,0.069115,0.275071,0.797713,1
4309,64,0.103654,0.050387,30.571482,2.987074,11.763334,13.441844,0.237482,0.05475,0.485154,0.551668,1
4310,64,0.939225,0.663454,51.173282,0.81933,2.065802,11.188303,0.91415,0.197807,0.187019,0.672187,1
4311,64,-0.70884,0.515814,37.901973,2.726058,14.12081,6.757093,0.454883,0.543891,0.741245,0.392143,0
4312,64,0.004901,0.14284,28.769718,2.97004,4.972616,14.874157,0.946143,0.854144,0.196793,0.476257,0
4313,64,0.441441,0.169936,32.505648,4.639007,5.298053,2.450088,0.337851,0.994391,0.384782,0.467277,0
4314,64,0.161805,1.072804,55.565398,4.090991,1.271007,10.786401,0.095895,0.2779,0.07441,0.701735,1
4315,64,-0.377001,1.390441,15.203871,4.936739,7.549201,5.545215,0.442775,0.026283,0.665342,0.640692,1
4316,64,0.412464,1.36233,43.353655,1.742264,8.386257,13.633164,0.694138,0.613608,0.189172,0.528703,0
4317,64,0.285446,0.715667,11.211532,4.615724,25.772035,8.292251,0.812458,0.884839,0.863836,0.380878,0
4318,64,0.016929,1.417747,25.086606,3.120692,21.94095,12.099439,0.60941,0.340345,0.762445,0.527809,0
4319,64,0.158612,1.129643,23.715273,2.411091,17.111474,0.887939,0.699314,0.185165,0.808622,0.509363,0
4320,64,0.482115,1.037315,5.770482,2.410269,16.786763,13.109648,0.070039,0.435732,0.813388,0.338014,0
4321,64,0.005911,0.482067,42.469924,1.425643,21.572866,11.298452,0.168188,0.619772,0.268877,0.4514,0
4322,64,0.292644,1.310687,7.273688,3.190125,11.429686,2.045679,0.83838,0.458074,0.938715,0.514319,0
4323,64,0.870343,0.05098,14.499187,4.093808,20.324624,5.534741,0.801764,0.667991,0.264182,0.545649,0
4324,64,0.491991,0.140045,46.273892,1.839783,22.16593,2.66909,0.303281,0.071707,0.422821,0.543088,0
4325,64,-0.183686,0.660277,40.466916,0.130851,19.420891,8.544065,0.265308,0.049354,0.313076,0.526583,0
4326,64,-0.50329,0.665229,19.665007,4.206838,25.271691,4.873638,0.198605,0.715148,0.023462,0.681877,1
4327,64,-0.359665,1.283002,45.287683,0.701162,12.239275,1.007286,0.988545,0.298372,0.058657,0.707244,1
4328,64,0.532881,1.25693,31.315059,1.72615,26.688908,10.668904,0.190064,0.119763,0.608697,0.407006,0
4329,64,-0.329701,1.272802,27.619405,1.237292,27.310517,9.286441,0.893254,0.365156,0.726607,0.539953,0
4330,64,-0.62733,1.487525,13.988823,4.299549,12.055548,8.796941,0.281725,0.549024,0.061738,0.662707,1
4331,64,-0.123366,0.9578,25.973474,1.409051,15.187887,9.40883,0.869103,0.037014,0.982665,0.440685,0
4332,64,-0.841337,0.1077,8.805202,0.18331,4.056208,14.993138,0.96993,0.523711,0.009268,0.516617,0
4333,64,-0.216542,0.978246,56.834456,0.523925,22.166726,7.235496,0.716458,0.652912,0.025519,0.598839,1
4334,64,-0.89071,1.45497,44.770334,2.196606,20.95896,10.315703,0.731965,0.805602,0.917515,0.315266,0
4335,64,-0.654023,0.094612,36.264206,1.040005,21.388238,6.213726,0.056598,0.2649,0.130092,0.600165,1
4336,64,0.694817,1.043334,16.381936,0.146108,10.440477,11.787692,0.217027,0.364432,0.522194,0.413585,0
4337,64,-0.088581,0.508921,26.287061,0.077096,12.919585,14.499991,0.357723,0.115762,0.116016,0.543249,0
4338,64,-0.856053,0.63455,36.174423,0.602203,21.581307,13.96998,0.474129,0.685299,0.06504,0.492954,0
4339,64,0.556874,0.83283,11.317205,4.823074,3.66494,1.18909,0.709353,0.174166,0.724908,0.660031,1
4340,64,0.50281,0.943688,19.478456,0.178807,3.151155,12.855111,0.963485,0.010418,0.254755,0.624039,1
4341,64,0.395024,0.773416,57.087631,1.738815,3.64459,10.481482,0.496778,0.499263,0.074382,0.639665,1
4342,64,-0.356185,0.09617,40.6373,1.530911,24.410532,11.214226,0.300641,0.020001,0.51756,0.560878,1
4343,64,0.438421,0.099999,38.534035,3.371267,3.849866,11.486271,0.230236,0.234789,0.038976,0.625414,1
4344,64,0.16464,0.999588,36.630083,3.910698,24.994521,8.861715,0.098387,0.773042,0.837331,0.215188,0
4345,64,0.545186,0.087323,37.729488,3.415037,3.427912,12.519561,0.861431,0.45167,0.707292,0.514039,0
4346,64,0.323531,1.275693,40.358804,2.58174,13.423931,13.479447,0.732982,0.335431,0.591157,0.510116,0
4347,64,0.807708,0.952802,49.028708,1.323442,5.751544,10.615397,0.820828,0.148649,0.426373,0.561315,1
4348,64,0.065093,1.079257,39.39433,4.271164,25.195405,13.413531,0.548705,0.878727,0.037526,0.551662,1
4349,64,-0.85986,1.160609,36.103947,3.647951,20.965166,7.024909,0.819193,0.189026,0.735928,0.519768,0
4350,64,0.03331,1.011671,30.053423,2.537994,0.347172,0.04567,0.691166,0.134752,0.960638,0.51145,0
4351,64,0.006634,1.198953,39.817947,0.416222,20.838462,13.296152,0.190995,0.761973,0.993365,0.11467,0
4352,64,0.123854,1.024158,48.529922,1.926723,24.858862,5.810626,0.163976,0.082345,0.826266,0.468679,0
4353,64,0.8341,0.904964,58.193876,3.667491,20.376271,5.720341,0.842656,0.401171,0.881614,0.385219,0
4354,64,0.90221,0.663741,11.069515,0.437178,28.928003,8.320152,0.001646,0.239369,0.026966,0.572616,1
4355,64,0.135973,1.004519,41.938515,4.997049,11.732408,7.251108,0.75741,0.020638,0.528632,0.732763,1
4356,64,-0.562912,0.895662,40.649412,1.732181,11.73385,10.533138,0.642768,0.493227,0.008587,0.739053,1
4357,64,0.432012,0.56362,33.936928,0.132545,1.10754,12.472175,0.048668,0.608417,0.548399,0.367989,0
4358,64,-0.626362,0.119536,44.03357,3.808166,24.883539,5.272271,0.976097,0.37077,0.43108,0.655852,1
4359,64,-0.410011,1.209978,37.177127,3.744042,23.245092,12.663349,0.261249,0.41778,0.392438,0.498871,0
4360,64,0.192452,1.139808,37.140208,4.843369,13.206537,1.383184,0.117651,0.630348,0.109559,0.745796,1
4361,64,0.796511,0.500218,53.255145,1.052472,14.799473,3.95291,0.014347,0.133932,0.945484,0.320464,0
4362,64,0.667048,1.058529,58.574579,3.834123,13.063605,4.992606,0.023291,0.6931,0.667882,0.424839,0
4363,64,-0.918711,0.322999,32.153868,3.20843,5.972279,13.117367,0.332404,0.445775,0.644624,0.402165,0
4364,64,-0.645274,0.517251,44.390349,1.238949,16.768436,0.536677,0.197831,0.583237,0.212909,0.527378,0
4365,64,-0.008596,0.855062,29.315713,1.800342,11.869057,14.272747,0.853425,0.772022,0.324991,0.504738,0
4366,64,-0.482578,1.063146,58.82626,1.422273,17.953703,2.049444,0.001039,0.104654,0.056721,0.738298,1
4367,64,0.091381,1.155702,44.336375,1.037442,16.193201,12.843704,0.115676,0.249078,0.143307,0.622372,1
4368,64,0.694151,0.42277,10.326032,3.842177,0.288873,10.280398,0.024588,0.464038,0.489065,0.431869,0
4369,64,0.040511,1.219627,24.445089,4.433123,11.957577,8.437603,0.498683,0.396242,0.31243,0.671291,1
4370,64,-0.55323,0.905472,45.967093,3.530459,26.608275,10.762829,0.43417,0.646856,0.125138,0.592701,1
4371,64,-0.662196,0.726045,51.203546,2.219553,12.945822,0.279812,0.268567,0.648181,0.857204,0.431732,0
4372,64,-0.961345,1.281513,33.777258,1.51137,23.856065,5.335509,0.331092,0.142115,0.091019,0.736996,1
4373,64,0.060802,0.509742,34.751118,4.041507,27.096777,13.103178,0.624761,0.897662,0.849811,0.264781,0
4374,64,-0.451143,0.32578,38.356917,0.316954,1.279496,3.499177,0.294036,0.440895,0.084259,0.539055,0
4375,64,0.277998,0.490308,17.312168,3.580504,6.737813,10.137775,0.441167,0.231847,0.771137,0.430102,0
4376,64,0.691395,0.792531,29.109615,1.113622,22.144782,9.042753,0.442787,0.753754,0.104688,0.463491,0
4377,64,0.430653,0.998191,14.884687,2.86213,0.390858,4.282663,0.593639,0.642281,0.53722,0.509714,0
4378,64,-0.594675,0.629267,57.277896,0.392108,2.081766,14.647514,0.959862,0.111362,0.814256,0.390237,0
4379,64,-0.016121,1.115966,50.133332,4.656897,12.266949,1.329368,0.378094,0.89216,0.873704,0.307346,0
4380,64,0.004075,0.282094,22.073848,3.675238,25.425944,5.407997,0.130796,0.576635,0.556792,0.455166,0
4381,64,-0.340711,1.068547,55.410312,3.139768,9.016297,4.4187,0.336748,0.689419,0.881272,0.322064,0
4382,64,0.767161,0.337808,18.956862,4.900449,29.703514,9.040098,0.022664,0.119804,0.25749,0.669959,1
4383,64,0.214319,0.617388,7.395189,3.025104,12.132804,4.961119,0.225129,0.687332,0.709675,0.383934,0
4384,64,0.325593,0.342035,31.365452,2.331478,18.027712,14.857921,0.617969,0.795929,0.705465,0.317885,0
4385,64,0.392046,0.798759,56.909714,0.378514,1.863446,10.661803,0.637276,0.225893,0.961397,0.374107,0
4386,64,-0.362542,0.310055,34.029742,3.014489,19.367819,3.772056,0.273374,0.086962,0.208735,0.690988,1
4387,64,0.557479,0.862098,10.94278,3.253022,22.582891,10.627229,0.144706,0.350058,0.457856,0.552695,1
4388,64,0.68832,0.116444,15.999966,1.77773,20.199518,9.755476,0.802531,0.443284,0.427803,0.493803,0
4389,64,-0.10708,0.532767,5.032258,3.886507,5.703308,11.248553,0.484162,0.907796,0.637032,0.396313,0
4390,64,-0.880702,0.368922,52.224562,1.044892,29.923031,1.019432,0.180764,0.253204,0.280841,0.562621,1
4391,64,0.990185,1.158497,10.123419,2.172738,6.716833,9.237292,0.436736,0.708783,0.641265,0.298729,0
4392,64,0.590895,0.276583,43.469851,3.262914,12.497264,8.185156,0.075194,0.527494,0.695387,0.380333,0
4393,64,0.36238,1.129641,31.073985,0.300866,11.604702,3.906484,0.912412,0.029483,0.492601,0.631443,1
4394,64,-0.244294,0.087194,44.913397,0.30701,21.852293,2.326264,0.412319,0.510753,0.202256,0.560553,1
4395,64,0.69798,0.528573,38.028059,4.604118,24.869535,6.691637,0.249406,0.807168,0.55686,0.390776,0
4396,64,-0.478584,0.244396,21.371376,4.987136,22.857201,4.2468,0.11448,0.193264,0.272546,0.704082,1
4397,64,0.756146,1.180355,34.243634,3.909178,12.544526,5.341164,0.813045,0.771509,0.964111,0.386945,0
4398,64,0.335255,0.744083,26.36713,2.271376,22.849275,5.115743,0.824941,0.013876,0.779081,0.597383,1
4399,64,0.168292,1.454539,46.579228,4.851893,7.404051,6.734115,0.620175,0.329235,0.39931,0.653677,1
4400,64,-0.637594,0.121187,36.810988,2.190171,9.950804,13.281597,0.494876,0.39772,0.504327,0.567607,1
4401,64,0.417408,0.341287,41.386243,3.835935,25.624452,0.167571,0.944866,0.728555,0.468503,0.588051,1
4402,64,-0.671245,0.697099,19.990777,1.199984,16.205212,13.570506,0.146745,0.870598,0.450744,0.207315,0
4403,64,0.702578,0.562118,42.928659,1.166717,19.543146,9.729068,0.266514,0.024653,0.822969,0.367584,0
4404,64,0.797178,0.39809,22.485599,1.351584,25.417511,12.046877,0.060688,0.615291,0.995457,0.126952,0
4405,64,-0.480934,1.33706,47.055854,1.507716,12.729339,7.877368,0.702607,0.889879,0.620099,0.436658,0
4406,64,-0.906476,1.082654,27.031274,4.441891,25.221138,14.071429,0.174099,0.165558,0.439196,0.579171,1
4407,64,-0.0693,0.211578,29.498701,2.280519,14.41276,14.142872,0.085077,0.889245,0.122594,0.446165,0
4408,64,0.481109,0.35686,56.282402,4.223721,7.036407,7.91311,0.495246,0.063057,0.020053,0.793038,1
4409,64,0.279616,0.362476,9.145285,3.454195,3.52103,6.37743,0.867133,0.718326,0.424198,0.503971,0
4410,64,-0.205772,1.100352,33.749656,2.885912,21.968668,7.19278,0.922534,0.172293,0.736551,0.636203,1
4411,64,0.004417,0.311227,30.544349,4.868279,18.899883,1.889381,0.494035,0.652253,0.889772,0.36776,0
4412,64,0.973804,0.710976,26.58326,2.215612,19.135955,7.782193,0.570782,0.460254,0.140943,0.613676,1
4413,64,-0.087791,0.587374,14.489357,4.783023,29.897636,8.964832,0.055161,0.997569,0.785148,0.316092,0
4414,64,-0.55459,0.690141,18.812403,1.34693,29.868817,7.174987,0.871973,0.756114,0.964071,0.354513,0
4415,64,-0.308277,0.506299,59.552992,4.287473,28.458951,8.360574,0.826653,0.333247,0.444616,0.659847,1
4416,64,-0.098106,0.087714,30.091581,3.265796,29.2543,9.085824,0.826708,0.116969,0.097191,0.631253,1
4417,64,0.695586,1.357528,21.375477,1.218943,5.893282,6.003715,0.295987,0.34878,0.987719,0.416714,0
4418,64,-0.510346,1.056829,45.575135,3.622192,5.245022,10.99156,0.033064,0.160496,0.947943,0.301507,0
4419,64,0.396216,0.704173,47.309649,2.978819,8.767018,8.831443,0.605303,0.849075,0.762964,0.337516,0
4420,64,-0.535055,1.069179,31.404885,1.801877,15.985771,10.883268,0.369691,0.196177,0.041113,0.63428,1
4421,64,0.797942,1.212338,16.902177,1.533081,11.650571,13.716557,0.192974,0.396051,0.470829,0.374462,0
4422,64,0.96655,0.384154,32.530381,1.176364,18.981192,12.485997,0.98297,0.311902,0.309428,0.571957,1
4423,64,0.159096,1.320719,6.669694,2.019027,28.638904,11.273868,0.783985,0.859435,0.761358,0.261379,0
4424,64,-0.245986,1.079065,6.266027,0.70302,29.767498,4.417908,0.61599,0.86378,0.756347,0.280583,0
4425,64,-0.82084,1.252786,19.649593,1.313221,6.374356,11.418188,0.630695,0.050134,0.602051,0.438222,0
4426,64,-0.880493,0.889588,16.38763,2.400655,26.245571,1.415991,0.931052,0.215531,0.151024,0.789817,1
4427,64,0.184091,0.782655,37.313777,4.103225,17.874392,12.511671,0.040938,0.369081,0.002579,0.633078,1
4428,64,0.952984,0.951434,56.712816,2.450356,12.774347,6.518648,0.987616,0.060911,0.628068,0.550144,1
4429,64,-0.223504,0.099934,18.061623,1.551792,29.007664,0.462057,0.864432,0.32673,0.982952,0.400961,0
4430,64,-0.96611,1.215588,47.283485,0.592527,26.075423,4.113112,0.917654,0.416287,0.915717,0.449843,0
4431,64,-0.012799,0.334243,10.629595,4.411804,3.591505,14.78629,0.266064,0.332373,0.631358,0.428414,0
4432,64,0.155851,1.149937,31.068691,3.677034,3.232894,5.68391,0.991192,0.885179,0.799325,0.350868,0
4433,64,-0.905616,1.303212,17.921882,1.463958,14.703149,6.244461,0.954263,0.568983,0.018069,0.718514,1
4434,64,0.147891,0.835948,16.219168,1.989597,27.031264,14.851139,0.889854,0.98705,0.420546,0.343242,0
4435,64,0.039687,0.205751,9.517178,4.469233,24.725518,3.250335,0.741894,0.018045,0.385001,0.764629,1
4436,64,0.263334,1.475418,41.03722,4.474297,14.787039,1.891481,0.002983,0.583391,0.033372,0.754437,1
4437,64,-0.766923,0.334849,16.080361,3.153543,29.23711,0.434628,0.220439,0.794387,0.343888,0.477924,0
4438,64,-0.383471,1.483548,35.832555,3.710475,16.848761,14.49347,0.820159,0.539501,0.864153,0.421583,0
4439,64,-0.399137,0.914112,7.376652,2.059006,16.541035,10.514784,0.322704,0.981579,0.097268,0.40798,0
4440,64,-0.674033,0.460081,51.386619,4.461301,19.158727,6.75701,0.79283,0.95341,0.289206,0.58966,1
4441,64,-0.838896,0.978283,16.266841,0.995129,2.944344,0.022051,0.513093,0.776104,0.073594,0.525715,0
4442,64,-0.004772,1.046471,39.345862,3.390529,10.80812,1.087578,0.507361,0.832451,0.676451,0.48707,0
4443,64,0.700989,0.599161,53.142664,0.214212,20.851188,2.83703,0.260429,0.589915,0.03271,0.594616,1
4444,64,0.062178,1.481281,22.960926,4.558218,16.194891,9.516392,0.484069,0.790768,0.608739,0.387891,0
4445,64,0.637786,0.839279,15.54506,0.118535,13.565855,3.092254,0.082548,0.051743,0.967163,0.380527,0
4446,64,0.284918,0.493506,24.512636,3.459525,13.707388,7.807528,0.947359,0.077642,0.188867,0.727706,1
4447,64,0.950109,1.098069,24.199123,3.269152,27.726012,0.213865,0.057294,0.071897,0.100977,0.766313,1
4448,64,-0.85007,1.324029,5.129535,4.841707,15.441163,5.367221,0.728156,0.109156,0.850331,0.525318,0
4449,64,0.930987,0.245988,15.576696,1.254186,27.75724,0.125896,0.725136,0.284423,0.325359,0.589312,1
4450,64,0.399437,0.608521,22.775518,1.805716,2.34952,4.033951,0.936768,0.663163,0.716508,0.519052,0
4451,64,0.384763,1.113641,36.019039,2.227249,1.879878,12.605199,0.612153,0.66134,0.121157,0.59681,1
4452,64,-0.007495,0.675414,11.087552,4.424107,9.237113,14.542829,0.15755,0.750135,0.037784,0.603743,1
4453,64,-0.187554,0.547041,46.642329,4.657102,12.339787,1.145932,0.12345,0.817805,0.412931,0.504323,0
4454,64,-0.823916,1.068907,40.041179,0.009231,1.92842,10.644117,0.219251,0.695996,0.122562,0.428918,0
4455,64,-0.090487,1.247108,23.549282,1.843394,29.608439,9.758077,0.905684,0.18676,0.548352,0.496949,0
4456,64,-0.615682,0.782165,10.469246,1.204225,8.446528,13.363929,0.175216,0.505307,0.749967,0.186724,0
4457,64,-0.472322,0.923988,8.068055,4.907019,15.373162,14.93701,0.730388,0.7787,0.013611,0.64607,1
4458,64,0.229521,1.360157,45.117381,1.351634,15.741257,1.030313,0.5434,0.397253,0.331359,0.570609,1
