id,raw_trust_score,ground_truth,calibrated_score,prediction_set
4959,0.4064,1,0.3753,Verified
4960,0.8099,0,0.7502,Review
4961,0.9697,1,0.8768,Review
4962,0.4431,0,0.4215,Review
4963,0.9184,0,0.961,Verified
4964,0.9233,0,0.9518,Rejected
4965,0.8335,1,0.8538,Verified
4966,0.9573,0,0.99,Verified
4967,0.8186,1,0.7668,Rejected
4968,0.6599,1,0.609,Rejected
4969,0.6829,0,0.687,Verified
4970,0.3428,0,0.3138,Review
4971,0.0525,0,0.0519,Review
4972,0.1226,1,0.1179,Verified
4973,0.4466,0,0.4254,Review
4974,0.1365,0,0.1324,Verified
4975,0.0311,1,0.0308,Rejected
4976,0.0374,1,0.0388,Rejected
4977,0.022,0,0.0204,Rejected
4978,0.6065,0,0.5833,Review
4979,0.1537,1,0.1482,Verified
4980,0.6399,1,0.5943,Verified
4981,0.4229,0,0.4055,Review
4982,0.2557,0,0.2561,Verified
4983,0.4162,1,0.404,Verified
4984,0.6718,0,0.6743,Review
4985,0.9477,0,0.9733,Verified
4986,0.6501,0,0.5973,Rejected
4987,0.4255,0,0.4005,Review
4988,0.2366,0,0.2291,Review
4989,0.6446,0,0.6037,Review
4990,0.6313,1,0.5952,Verified
4991,0.9425,0,0.9843,Rejected
4992,0.0797,0,0.075,Rejected
4993,0.0126,0,0.0124,Rejected
4994,0.6918,1,0.6624,Verified
4995,0.92,1,0.941,Rejected
4996,0.0147,1,0.0144,Verified
4997,0.6934,1,0.6912,Verified
4998,0.0524,0,0.0521,Verified
4999,0.5279,1,0.4869,Verified
5000,0.0976,1,0.0928,Rejected
5001,0.6187,1,0.6119,Review
5002,0.5709,0,0.5817,Review
5003,0.2085,1,0.2108,Rejected
5004,0.1591,1,0.1464,Review
5005,0.5994,0,0.584,Verified
5006,0.3934,1,0.4035,Verified
5007,0.4364,1,0.4554,Review
5008,0.2016,0,0.2078,Review
5009,0.8912,0,0.9216,Verified
5010,0.5877,0,0.5462,Rejected
5011,0.2257,1,0.2308,Review
5012,0.6697,1,0.612,Review
5013,0.5534,1,0.5175,Rejected
5014,0.9807,0,0.9175,Review
5015,0.3595,1,0.3732,Review
5016,0.6496,1,0.6714,Review
5017,0.0822,1,0.0747,Rejected
5018,0.8162,1,0.79,Rejected
5019,0.6454,1,0.5985,Review
5020,0.9389,0,0.8628,Rejected
5021,0.6865,1,0.6887,Review
5022,0.6021,0,0.6162,Verified
5023,0.3288,1,0.2994,Verified
5024,0.3251,1,0.31,Review
5025,0.4638,1,0.4451,Rejected
5026,0.9183,1,0.9005,Review
5027,0.8632,1,0.837,Rejected
5028,0.843,0,0.8039,Review
5029,0.5865,0,0.5865,Rejected
5030,0.4574,1,0.447,Rejected
5031,0.7124,0,0.6735,Review
5032,0.5739,0,0.544,Verified
5033,0.1692,1,0.166,Review
5034,0.093,0,0.0895,Review
5035,0.4502,1,0.4189,Rejected
5036,0.199,0,0.2029,Verified
5037,0.4889,0,0.5074,Rejected
5038,0.0007,1,0.0008,Rejected
5039,0.1164,0,0.1094,Rejected
5040,0.524,1,0.4929,Review
5041,0.523,1,0.49,Rejected
5042,0.461,0,0.4726,Verified
5043,0.2469,1,0.2507,Verified
5044,0.7956,0,0.7567,Rejected
5045,0.133,1,0.1301,Rejected
5046,0.285,0,0.2858,Review
5047,0.7954,1,0.7457,Verified
5048,0.1402,1,0.132,Verified
5049,0.4332,0,0.4256,Review
5050,0.1253,1,0.1133,Rejected
5051,0.84,0,0.8212,Verified
5052,0.2259,0,0.235,Review
5053,0.8299,1,0.8307,Review
5054,0.0767,0,0.0755,Verified
5055,0.6853,1,0.6604,Verified
5056,0.4053,0,0.3766,Review
5057,0.0574,1,0.0533,Verified
5058,0.4851,1,0.5087,Verified
5059,0.5265,1,0.5343,Review
5060,0.6498,1,0.6432,Rejected
5061,0.2029,0,0.199,Rejected
5062,0.7145,0,0.7282,Review
5063,0.4141,0,0.4249,Verified
5064,0.7187,0,0.6946,Rejected
5065,0.6754,1,0.6922,Rejected
5066,0.0828,0,0.0807,Review
5067,0.9604,1,0.9019,Review
5068,0.9802,1,0.9385,Review
5069,0.7459,0,0.7262,Verified
5070,0.4046,0,0.3745,Review
5071,0.9651,0,0.8964,Review
5072,0.8188,1,0.8051,Verified
5073,0.7764,1,0.7453,Review
5074,0.421,0,0.4404,Review
5075,0.4919,1,0.489,Review
5076,0.5632,0,0.5606,Verified
5077,0.6833,1,0.6383,Rejected
5078,0.6538,0,0.5964,Rejected
5079,0.2083,0,0.1876,Review
5080,0.9507,0,0.8675,Review
5081,0.9186,1,0.8402,Verified
5082,0.3768,0,0.3862,Review
5083,0.5083,0,0.4789,Verified
5084,0.895,0,0.8158,Verified
5085,0.7493,0,0.7816,Review
5086,0.7471,1,0.7304,Review
5087,0.1264,0,0.1286,Rejected
5088,0.1144,0,0.1119,Rejected
5089,0.2639,1,0.25,Rejected
5090,0.9851,1,1.0,Verified
5091,0.7799,0,0.7932,Verified
5092,0.6654,1,0.6296,Rejected
5093,0.684,0,0.6232,Rejected
5094,0.9941,1,1.0,Verified
5095,0.2982,0,0.2735,Rejected
5096,0.6512,0,0.6659,Verified
5097,0.6999,0,0.6933,Rejected
5098,0.5543,1,0.5415,Rejected
5099,0.4254,0,0.3898,Verified
5100,0.3575,1,0.3325,Rejected
5101,0.1748,0,0.1699,Verified
5102,0.9705,1,0.9233,Rejected
5103,0.413,0,0.4148,Rejected
5104,0.0307,0,0.0319,Review
5105,0.161,1,0.152,Verified
5106,0.7237,0,0.6943,Rejected
5107,0.7122,0,0.6715,Rejected
5108,0.7606,0,0.7597,Rejected
5109,0.6249,1,0.5679,Review
5110,0.9261,0,0.8722,Review
5111,0.5743,1,0.5479,Verified
5112,0.5129,1,0.4752,Review
5113,0.3591,1,0.3759,Review
5114,0.7938,0,0.7244,Review
5115,0.8668,1,0.8248,Verified
5116,0.4581,0,0.4484,Rejected
5117,0.1673,1,0.1693,Review
5118,0.8281,1,0.7735,Rejected
5119,0.6908,0,0.6812,Rejected
5120,0.1393,1,0.1347,Review
5121,0.1374,1,0.1266,Rejected
5122,0.3506,0,0.3401,Verified
5123,0.1581,0,0.15,Rejected
5124,0.5779,0,0.5605,Verified
5125,0.3052,1,0.3195,Rejected
5126,0.6256,1,0.6162,Rejected
5127,0.9798,1,0.9942,Verified
5128,0.3256,1,0.334,Rejected
5129,0.7396,0,0.7026,Review
5130,0.8696,0,0.8097,Rejected
5131,0.9414,1,0.93,Review
5132,0.4168,0,0.3908,Rejected
5133,0.7531,1,0.7252,Verified
5134,0.6591,0,0.6749,Verified
5135,0.511,1,0.4986,Verified
5136,0.3534,0,0.3343,Verified
5137,0.1895,1,0.1742,Review
5138,0.137,0,0.1378,Review
5139,0.1252,0,0.129,Verified
5140,0.9051,1,0.9353,Verified
5141,0.645,0,0.6643,Rejected
5142,0.298,0,0.2939,Review
5143,0.9207,0,0.9107,Rejected
5144,0.9343,1,0.8924,Rejected
5145,0.9426,0,0.9156,Verified
5146,0.2678,0,0.2786,Rejected
5147,0.3359,1,0.3506,Rejected
5148,0.9207,1,0.8526,Review
5149,0.6332,0,0.6267,Verified
5150,0.0908,1,0.0851,Rejected
5151,0.5759,0,0.5269,Verified
5152,0.4112,0,0.3837,Review
5153,0.462,0,0.4765,Rejected
5154,0.9858,1,1.0,Review
5155,0.511,1,0.5128,Verified
5156,0.0156,1,0.0151,Review
5157,0.0976,1,0.0991,Rejected
5158,0.0133,0,0.0125,Review
5159,0.1264,0,0.1196,Rejected
5160,0.6048,1,0.5767,Verified
5161,0.5766,1,0.5601,Review
5162,0.8577,1,0.8506,Rejected
5163,0.3315,0,0.3084,Rejected
5164,0.819,0,0.7699,Verified
5165,0.5323,0,0.5162,Review
5166,0.4723,1,0.4368,Review
5167,0.5031,1,0.5229,Rejected
5168,0.2602,0,0.2459,Rejected
5169,0.963,1,0.9301,Verified
5170,0.9122,1,0.9045,Rejected
5171,0.551,0,0.5684,Verified
5172,0.4949,0,0.486,Review
5173,0.9437,0,0.886,Review
5174,0.8959,0,0.8644,Rejected
5175,0.5499,1,0.5073,Verified
5176,0.5373,0,0.5,Review
5177,0.3009,0,0.2882,Rejected
5178,0.1714,1,0.161,Verified
5179,0.305,1,0.3195,Verified
5180,0.1163,1,0.1093,Review
5181,0.7891,0,0.8056,Rejected
5182,0.1391,0,0.1287,Review
5183,0.0704,1,0.0702,Review
5184,0.5882,1,0.5317,Verified
5185,0.9433,0,0.8975,Review
5186,0.629,1,0.6562,Verified
5187,0.5598,0,0.5206,Verified
5188,0.7009,0,0.7318,Rejected
5189,0.6257,0,0.6523,Verified
5190,0.6065,0,0.6361,Verified
5191,0.6205,0,0.6207,Rejected
5192,0.0383,0,0.0377,Rejected
5193,0.4296,1,0.419,Verified
5194,0.7976,1,0.7888,Rejected
5195,0.5409,0,0.5165,Verified
5196,0.2598,0,0.2667,Verified
5197,0.2664,1,0.2698,Review
5198,0.607,0,0.6328,Review
5199,0.3242,1,0.3119,Rejected
5200,0.4918,0,0.4708,Rejected
5201,0.824,1,0.7794,Review
5202,0.7055,0,0.6487,Verified
5203,0.4719,1,0.4262,Rejected
5204,0.0319,1,0.0292,Verified
5205,0.2774,0,0.2532,Rejected
5206,0.5099,0,0.4905,Review
5207,0.1006,0,0.0944,Review
5208,0.5195,0,0.472,Rejected
5209,0.6384,1,0.6043,Rejected
5210,0.69,1,0.718,Review
5211,0.871,0,0.9077,Verified
5212,0.374,0,0.3799,Rejected
5213,0.0244,1,0.0221,Verified
5214,0.3139,1,0.3241,Verified
5215,0.0849,1,0.0884,Review
5216,0.2562,0,0.2386,Review
5217,0.2976,0,0.3096,Rejected
5218,0.7688,0,0.7494,Verified
5219,0.1057,1,0.1071,Review
5220,0.5201,0,0.4698,Review
5221,0.3358,0,0.3299,Verified
5222,0.194,0,0.179,Review
5223,0.4327,1,0.435,Review
5224,0.7639,1,0.69,Verified
5225,0.3149,0,0.2922,Review
5226,0.3954,1,0.3667,Rejected
5227,0.137,1,0.1269,Review
5228,0.2056,1,0.2131,Rejected
5229,0.6571,1,0.6521,Verified
5230,0.0726,1,0.0742,Verified
5231,0.9846,0,0.9691,Verified
5232,0.9953,1,0.9744,Verified
5233,0.5636,1,0.5446,Rejected
5234,0.6841,0,0.7124,Rejected
5235,0.2613,0,0.269,Review
5236,0.2896,0,0.2754,Review
5237,0.7107,0,0.7185,Rejected
5238,0.4482,0,0.4232,Review
5239,0.214,1,0.1968,Verified
5240,0.5735,0,0.5855,Verified
5241,0.9104,1,0.826,Verified
5242,0.2659,0,0.2641,Verified
5243,0.0509,1,0.0518,Rejected
5244,0.5204,1,0.5269,Review
5245,0.7737,0,0.764,Verified
5246,0.0614,0,0.061,Review
5247,0.7435,0,0.6912,Verified
5248,0.0468,1,0.0489,Review
5249,0.1136,0,0.1038,Rejected
5250,0.9791,1,1.0,Review
5251,0.1336,1,0.137,Verified
5252,0.6248,0,0.6189,Verified
5253,0.9896,0,0.9768,Review
5254,0.3215,0,0.3018,Verified
5255,0.7351,1,0.7432,Rejected
5256,0.7976,1,0.8304,Rejected
5257,0.3655,0,0.375,Rejected
5258,0.1609,1,0.1625,Verified
5259,0.4717,0,0.4524,Verified
5260,0.991,0,0.9332,Verified
5261,0.3007,1,0.2869,Rejected
5262,0.9804,0,1.0,Review
5263,0.6711,0,0.6344,Rejected
5264,0.3985,1,0.3865,Verified
5265,0.0607,1,0.0561,Review
5266,0.1354,0,0.1414,Verified
5267,0.0659,0,0.0616,Rejected
5268,0.6193,1,0.6159,Verified
5269,0.1664,0,0.1634,Verified
5270,0.5023,0,0.4805,Review
5271,0.3598,0,0.3725,Verified
5272,0.5234,1,0.4804,Review
5273,0.6928,1,0.6699,Review
5274,0.5658,1,0.5565,Rejected
5275,0.533,1,0.4896,Review
5276,0.8859,0,0.8515,Rejected
5277,0.6005,0,0.6197,Review
5278,0.7351,1,0.7352,Rejected
5279,0.227,1,0.21,Review
5280,0.3148,1,0.3001,Rejected
5281,0.7655,1,0.6903,Rejected
5282,0.161,0,0.1651,Rejected
5283,0.2156,1,0.2191,Review
5284,0.5763,0,0.6042,Review
5285,0.6977,1,0.7069,Rejected
5286,0.6003,0,0.5742,Rejected
5287,0.8821,0,0.7971,Review
5288,0.0689,1,0.0654,Review
5289,0.711,0,0.6404,Rejected
5290,0.7973,1,0.7575,Review
5291,0.9572,0,0.9576,Rejected
5292,0.635,1,0.5737,Verified
5293,0.5943,1,0.6204,Rejected
5294,0.0788,0,0.0746,Rejected
5295,0.7395,1,0.6796,Verified
5296,0.1047,0,0.095,Review
5297,0.3047,1,0.3096,Rejected
5298,0.0825,1,0.0835,Verified
5299,0.5599,1,0.5184,Rejected
5300,0.6554,0,0.684,Rejected
5301,0.4539,0,0.4315,Rejected
5302,0.7332,1,0.6612,Verified
5303,0.0138,0,0.0125,Rejected
5304,0.4321,0,0.4051,Verified
5305,0.1896,1,0.1759,Review
5306,0.4533,1,0.47,Review
5307,0.8242,1,0.8523,Rejected
5308,0.0065,1,0.0066,Review
5309,0.4914,1,0.455,Review
5310,0.2843,0,0.2779,Rejected
5311,0.8946,0,0.8357,Verified
5312,0.3909,0,0.404,Review
5313,0.0792,1,0.0783,Review
5314,0.8675,0,0.815,Rejected
5315,0.103,1,0.099,Rejected
5316,0.1766,0,0.1829,Review
5317,0.781,0,0.7289,Review
5318,0.77,0,0.7928,Review
5319,0.388,0,0.3666,Rejected
5320,0.916,0,0.9083,Review
5321,0.5997,1,0.6269,Rejected
5322,0.5375,0,0.5207,Verified
5323,0.2572,0,0.2656,Rejected
5324,0.7024,0,0.7129,Rejected
5325,0.9469,0,0.9739,Verified
5326,0.6947,1,0.7258,Review
5327,0.4854,1,0.478,Rejected
5328,0.3883,0,0.3849,Verified
5329,0.4747,1,0.4689,Review
5330,0.0987,0,0.1004,Review
5331,0.6187,1,0.6082,Review
5332,0.9708,1,0.9736,Rejected
5333,0.1126,0,0.1155,Review
5334,0.6303,1,0.6302,Verified
5335,0.9742,1,0.971,Rejected
5336,0.8852,1,0.8319,Verified
5337,0.8463,1,0.7802,Review
5338,0.8948,0,0.8741,Verified
5339,0.0992,1,0.0939,Review
5340,0.1645,0,0.1524,Rejected
5341,0.2246,1,0.2224,Verified
5342,0.8201,0,0.8392,Verified
5343,0.6202,1,0.5912,Review
5344,0.931,0,0.9739,Rejected
5345,0.3469,0,0.3326,Rejected
5346,0.3408,1,0.308,Rejected
5347,0.9334,0,0.956,Rejected
5348,0.9081,1,0.9471,Verified
5349,0.4421,0,0.4398,Verified
5350,0.8965,0,0.8721,Review
5351,0.3711,0,0.3812,Rejected
5352,0.2442,0,0.22,Rejected
5353,0.0133,0,0.0128,Verified
5354,0.5255,1,0.4891,Verified
5355,0.4498,1,0.4254,Rejected
5356,0.0762,0,0.08,Rejected
5357,0.8449,1,0.806,Verified
5358,0.8668,0,0.8336,Rejected
5359,0.5304,0,0.4998,Review
5360,0.6367,0,0.6547,Review
5361,0.3845,1,0.359,Review
5362,0.1537,1,0.1457,Verified
5363,0.7674,0,0.7872,Review
5364,0.2391,0,0.2428,Rejected
5365,0.77,0,0.7958,Review
5366,0.8146,0,0.744,Verified
5367,0.5922,1,0.5375,Rejected
5368,0.8908,1,0.8558,Review
5369,0.9659,0,0.9517,Review
5370,0.6391,1,0.6591,Review
5371,0.439,0,0.4087,Rejected
5372,0.7106,0,0.731,Review
5373,0.7573,1,0.7378,Rejected
5374,0.885,1,0.8048,Review
5375,0.4122,1,0.4042,Review
5376,0.4564,1,0.4523,Review
5377,0.7683,1,0.8012,Review
5378,0.788,1,0.7215,Rejected
5379,0.191,1,0.1991,Verified
5380,0.9565,0,0.8961,Verified
5381,0.9267,0,0.8447,Verified
5382,0.607,1,0.5732,Rejected
5383,0.6454,1,0.6183,Verified
5384,0.0937,0,0.095,Verified
5385,0.0227,1,0.0219,Review
5386,0.0991,1,0.1005,Verified
5387,0.034,1,0.0323,Rejected
5388,0.4256,1,0.4244,Verified
5389,0.5174,1,0.4937,Rejected
5390,0.2866,1,0.2631,Review
5391,0.0654,1,0.0676,Rejected
5392,0.0988,0,0.103,Verified
5393,0.7902,0,0.7496,Verified
5394,0.5507,0,0.5549,Verified
5395,0.1027,1,0.0926,Review
5396,0.6079,1,0.584,Verified
5397,0.0202,0,0.0206,Verified
5398,0.1361,1,0.1391,Verified
5399,0.1136,0,0.1138,Review
5400,0.3377,1,0.335,Rejected
5401,0.4505,1,0.4194,Review
5402,0.7528,1,0.678,Rejected
5403,0.759,0,0.7712,Verified
5404,0.675,0,0.6539,Verified
5405,0.5046,0,0.4717,Review
5406,0.6555,1,0.6518,Rejected
5407,0.0527,1,0.0502,Rejected
5408,0.7134,1,0.7389,Verified
5409,0.518,1,0.5309,Review
5410,0.3621,1,0.3441,Review
5411,0.1989,1,0.191,Review
5412,0.1615,1,0.1514,Review
5413,0.0811,0,0.0812,Review
5414,0.8389,0,0.8102,Verified
5415,0.1254,1,0.119,Rejected
5416,0.4307,1,0.4318,Rejected
5417,0.5704,0,0.5494,Rejected
5418,0.6311,1,0.6495,Verified
5419,0.5321,0,0.5414,Verified
5420,0.3112,1,0.3258,Verified
5421,0.4755,0,0.4904,Verified
5422,0.378,1,0.3694,Rejected
5423,0.3875,0,0.3689,Review
5424,0.1529,1,0.1492,Review
5425,0.2961,0,0.2966,Review
5426,0.71,1,0.7018,Rejected
5427,0.276,0,0.2891,Verified
5428,0.091,0,0.0891,Verified
5429,0.6144,1,0.6345,Rejected
5430,0.7402,0,0.674,Verified
5431,0.6639,0,0.6557,Verified
5432,0.6847,1,0.6707,Rejected
5433,0.1651,1,0.1614,Rejected
5434,0.7526,1,0.6909,Verified
5435,0.3357,1,0.3045,Rejected
5436,0.6695,0,0.6799,Review
5437,0.1468,1,0.1515,Verified
5438,0.4882,0,0.48,Review
5439,0.6608,0,0.6553,Verified
5440,0.3888,1,0.3982,Verified
5441,0.4264,1,0.4305,Verified
5442,0.8452,1,0.884,Review
5443,0.4576,1,0.4788,Rejected
5444,0.8798,0,0.8103,Review
5445,0.4986,1,0.5093,Rejected
5446,0.7163,0,0.7268,Verified
5447,0.0059,1,0.0054,Review
5448,0.2967,0,0.291,Rejected
5449,0.6742,1,0.6668,Rejected
5450,0.6547,0,0.6293,Rejected
5451,0.5849,1,0.5648,Verified
5452,0.8869,1,0.9055,Rejected
5453,0.6465,1,0.5851,Verified
5454,0.0152,0,0.0137,Verified
5455,0.6613,1,0.6784,Review
5456,0.9125,0,0.9274,Rejected
5457,0.2419,1,0.243,Verified
5458,0.6517,0,0.6018,Review
5459,0.3982,1,0.4077,Verified
5460,0.192,0,0.1844,Verified
5461,0.8768,1,0.8686,Rejected
5462,0.0781,1,0.0712,Rejected
5463,0.9736,1,1.0,Verified
5464,0.784,1,0.7149,Review
5465,0.7232,1,0.7219,Review
5466,0.7301,0,0.7331,Review
5467,0.9163,0,0.9195,Review
5468,0.6573,0,0.634,Rejected
5469,0.5496,1,0.5312,Rejected
5470,0.7229,0,0.7155,Verified
5471,0.5381,1,0.505,Rejected
5472,0.6933,1,0.7108,Review
5473,0.7164,1,0.7088,Rejected
5474,0.8318,1,0.7574,Rejected
5475,0.9343,1,0.949,Rejected
5476,0.0379,1,0.0347,Review
5477,0.8703,1,0.8232,Review
5478,0.0775,0,0.0788,Verified
5479,0.501,0,0.5229,Review
5480,0.8303,1,0.8135,Review
5481,0.2318,0,0.2364,Review
5482,0.0045,1,0.0044,Rejected
5483,0.7787,0,0.7384,Rejected
5484,0.9094,1,0.8548,Review
5485,0.211,1,0.1916,Review
5486,0.4108,0,0.3885,Verified
5487,0.9613,1,0.9034,Review
5488,0.6901,0,0.6239,Rejected
5489,0.9996,0,1.0,Rejected
5490,0.3177,1,0.3103,Review
5491,0.1428,1,0.1496,Verified
5492,0.356,0,0.3247,Review
5493,0.6203,0,0.6027,Verified
5494,0.1377,1,0.1318,Verified
5495,0.04,0,0.0378,Verified
5496,0.8645,1,0.8789,Review
5497,0.5799,0,0.5509,Rejected
5498,0.0088,1,0.0092,Rejected
5499,0.7184,0,0.7516,Review
5500,0.038,1,0.036,Review
5501,0.1544,0,0.1476,Verified
5502,0.7224,0,0.7484,Rejected
5503,0.2408,0,0.2414,Verified
5504,0.169,0,0.1593,Review
5505,0.9649,0,0.9565,Verified
5506,0.7827,1,0.8211,Review
5507,0.1266,0,0.1198,Review
5508,0.8591,1,0.8951,Review
5509,0.1269,0,0.1259,Review
5510,0.5939,0,0.5792,Verified
5511,0.2442,1,0.2207,Rejected
5512,0.9602,0,0.9239,Rejected
5513,0.4461,0,0.4476,Verified
5514,0.8033,0,0.746,Review
5515,0.1775,0,0.1723,Rejected
5516,0.2744,0,0.2854,Verified
5517,0.7297,0,0.6634,Rejected
5518,0.3187,0,0.3236,Rejected
5519,0.7506,0,0.6873,Verified
5520,0.4576,0,0.4599,Review
5521,0.7417,1,0.7456,Rejected
5522,0.7835,0,0.7195,Verified
5523,0.702,0,0.6911,Review
5524,0.3081,0,0.2984,Review
5525,0.2213,1,0.2065,Verified
5526,0.9335,0,0.8486,Review
5527,0.6098,1,0.5877,Verified
5528,0.7099,1,0.6968,Review
5529,0.3887,1,0.3603,Review
5530,0.9351,0,0.9138,Verified
5531,0.3233,0,0.3296,Rejected
5532,0.0612,0,0.0635,Rejected
5533,0.4767,0,0.473,Verified
5534,0.7579,0,0.7783,Rejected
5535,0.975,1,0.9894,Rejected
5536,0.4854,0,0.4433,Verified
5537,0.408,1,0.3972,Review
5538,0.1682,0,0.1591,Rejected
5539,0.1849,1,0.1753,Rejected
5540,0.7384,1,0.6879,Review
5541,0.3068,0,0.3157,Review
5542,0.1724,0,0.1757,Rejected
5543,0.1784,0,0.1656,Review
5544,0.0655,1,0.0603,Rejected
5545,0.4553,0,0.4384,Verified
5546,0.2218,1,0.2158,Rejected
5547,0.2466,1,0.2318,Verified
5548,0.702,1,0.7066,Rejected
5549,0.9602,1,0.9216,Review
5550,0.9855,1,1.0,Review
5551,0.7891,0,0.7801,Rejected
5552,0.9857,0,0.8874,Review
5553,0.0097,0,0.0093,Rejected
5554,0.1662,0,0.1509,Verified
5555,0.1473,1,0.1404,Review
5556,0.9397,0,0.9027,Review
5557,0.969,1,0.9546,Review
5558,0.7746,0,0.8093,Verified
5559,0.3026,0,0.2799,Rejected
5560,0.2228,1,0.2176,Verified
5561,0.5634,1,0.5297,Verified
5562,0.1573,1,0.1516,Rejected
5563,0.7307,0,0.6971,Rejected
5564,0.8746,0,0.8504,Rejected
5565,0.6075,0,0.5528,Review
5566,0.3613,1,0.3742,Verified
5567,0.2951,0,0.2812,Rejected
5568,0.0279,0,0.0256,Rejected
5569,0.3716,1,0.3468,Verified
5570,0.4514,0,0.4202,Review
5571,0.9331,1,0.8803,Review
5572,0.4248,0,0.4332,Rejected
5573,0.4858,1,0.4652,Rejected
5574,0.5251,1,0.5392,Review
5575,0.7913,0,0.8037,Verified
5576,0.7853,0,0.7793,Review
5577,0.7127,1,0.6581,Review
5578,0.8932,1,0.8701,Review
5579,0.2934,0,0.3072,Rejected
5580,0.0232,0,0.0234,Verified
5581,0.555,0,0.5066,Verified
5582,0.2451,0,0.2326,Review
5583,0.0337,0,0.0307,Review
5584,0.8521,1,0.8795,Rejected
5585,0.7268,0,0.7545,Rejected
5586,0.0167,0,0.016,Rejected
5587,0.6346,0,0.5718,Verified
5588,0.4824,1,0.4747,Rejected
5589,0.6322,0,0.6182,Rejected
5590,0.9124,0,0.8367,Review
5591,0.867,0,0.8912,Review
5592,0.2224,0,0.2018,Rejected
5593,0.8118,0,0.7626,Rejected
5594,0.3626,1,0.3605,Rejected
5595,0.1259,1,0.1286,Review
5596,0.9532,1,0.9611,Verified
5597,0.1305,1,0.1275,Verified
5598,0.7354,0,0.6803,Review
5599,0.0113,0,0.0114,Rejected
5600,0.277,0,0.2551,Review
5601,0.9151,0,0.8378,Review
5602,0.2799,0,0.2622,Review
5603,0.2454,0,0.2452,Verified
5604,0.0752,0,0.0764,Rejected
5605,0.0396,0,0.0413,Review
5606,0.9372,0,0.9548,Verified
5607,0.2792,0,0.2604,Rejected
5608,0.2961,1,0.2893,Verified
5609,0.7832,1,0.7644,Verified
5610,0.3313,0,0.3238,Review
5611,0.9685,1,0.9459,Rejected
5612,0.1107,0,0.1075,Review
5613,0.5808,1,0.5736,Review
5614,0.9882,1,1.0,Review
5615,0.2366,1,0.244,Verified
5616,0.7894,0,0.7753,Rejected
5617,0.2997,0,0.3131,Rejected
5618,0.4853,1,0.4841,Review
5619,0.2128,0,0.202,Verified
5620,0.4457,0,0.4343,Verified
5621,0.4451,0,0.4239,Verified
5622,0.2744,0,0.2569,Review
5623,0.5372,1,0.5269,Rejected
5624,0.9395,0,0.8748,Verified
5625,0.9516,1,0.9898,Rejected
5626,0.3101,0,0.2983,Review
5627,0.1573,0,0.1438,Verified
5628,0.691,1,0.659,Review
5629,0.327,0,0.328,Review
5630,0.2884,0,0.296,Review
5631,0.5825,0,0.5745,Review
5632,0.546,0,0.5187,Verified
5633,0.3032,0,0.3036,Rejected
5634,0.7763,0,0.8025,Verified
5635,0.9787,0,0.9003,Review
5636,0.1468,0,0.1427,Review
5637,0.9411,0,0.9599,Review
5638,0.049,1,0.0452,Verified
5639,0.4291,1,0.3918,Rejected
5640,0.256,1,0.2424,Rejected
5641,0.697,1,0.665,Review
5642,0.9989,0,1.0,Review
5643,0.6823,1,0.6992,Review
5644,0.9773,1,1.0,Rejected
5645,0.6509,1,0.635,Review
5646,0.0335,0,0.0343,Review
5647,0.9837,1,1.0,Review
5648,0.0533,0,0.0547,Rejected
5649,0.7209,1,0.6957,Review
5650,0.5611,1,0.5882,Review
5651,0.1489,1,0.1404,Verified
5652,0.3503,1,0.3269,Review
5653,0.7797,1,0.7701,Rejected
5654,0.0833,1,0.0874,Review
5655,0.0547,1,0.0501,Review
5656,0.459,1,0.468,Verified
5657,0.8924,1,0.8292,Review
5658,0.9352,1,0.9284,Verified
5659,0.8448,0,0.8492,Verified
5660,0.1645,0,0.1661,Verified
5661,0.5407,1,0.4976,Verified
5662,0.8054,0,0.8223,Review
5663,0.7726,1,0.7429,Verified
5664,0.448,0,0.419,Review
5665,0.9758,1,0.9309,Verified
5666,0.413,0,0.4255,Verified
5667,0.1196,0,0.1126,Rejected
5668,0.1427,1,0.1297,Review
5669,0.381,0,0.374,Rejected
5670,0.3362,1,0.3302,Rejected
5671,0.0545,0,0.0559,Verified
5672,0.8006,0,0.8199,Review
5673,0.0726,0,0.0693,Rejected
5674,0.6062,0,0.5567,Verified
5675,0.6599,0,0.6349,Review
5676,0.3324,0,0.3072,Verified
5677,0.8839,0,0.8976,Verified
5678,0.3278,0,0.3312,Review
5679,0.1971,1,0.2022,Verified
5680,0.0972,1,0.0898,Verified
5681,0.0698,0,0.0703,Review
5682,0.219,1,0.2297,Review
5683,0.4486,0,0.4551,Rejected
5684,0.8328,0,0.7823,Rejected
5685,0.0729,0,0.0728,Review
5686,0.29,0,0.269,Review
5687,0.0918,1,0.0903,Review
5688,0.1293,1,0.1341,Verified
5689,0.0168,1,0.0159,Verified
5690,0.6318,1,0.6278,Rejected
5691,0.235,1,0.2206,Review
5692,0.381,0,0.365,Rejected
5693,0.0993,1,0.0922,Verified
5694,0.1848,0,0.1775,Verified
5695,0.2785,0,0.2564,Rejected
5696,0.3909,0,0.3671,Rejected
5697,0.0717,1,0.0744,Review
5698,0.1629,1,0.1698,Rejected
5699,0.3974,1,0.4006,Rejected
5700,0.8815,1,0.8014,Verified
5701,0.195,1,0.1815,Verified
5702,0.4217,0,0.4056,Rejected
5703,0.7253,1,0.6912,Review
5704,0.621,0,0.6508,Verified
