sample_id,sep_score,semantic_entropy,kernel_language_entropy,nli_agreement,retrieval_confidence,symbolic_verification,temporal_validation,cross_model_agreement,critic_score,calibration_factor,fusion_trust_score,risk_level,verified
6280,0.198212,0.750594,0.066507,0.480436,0.081665,0.312997,0.703055,0.245462,0.113354,0.866936,0.344738,High,0
6281,0.932834,0.439719,0.680351,0.428836,0.895955,0.25175,0.508483,0.224372,0.084817,0.989208,0.510029,High,0
6282,0.391468,0.399458,0.513478,0.616603,0.321131,0.671554,0.24933,0.363362,0.701222,0.887321,0.378095,High,0
6283,0.445061,0.274511,0.849448,0.918433,0.44187,0.196647,0.25221,0.995201,0.833116,0.972245,0.531487,High,0
6284,0.27487,0.479527,0.755294,0.88971,0.197925,0.586887,0.68684,0.005194,0.047823,0.809865,0.348663,High,0
6285,0.032503,0.573837,0.545679,0.285894,0.055373,0.080131,0.206742,0.904799,0.158149,0.922582,0.204792,High,0
6286,0.808058,0.751894,0.257317,0.057436,0.400037,0.955744,0.110681,0.840945,0.613254,0.998324,0.514682,High,0
6287,0.895252,0.645314,0.905395,0.247485,0.805026,0.832357,0.968092,0.055774,0.033028,0.905564,0.491257,High,0
6288,0.597349,0.882615,0.71639,0.365515,0.747342,0.379398,0.682793,0.229231,0.958111,0.81937,0.385906,High,0
6289,0.767817,0.140572,0.15525,0.706723,0.837992,0.671917,0.314327,0.845101,0.977905,0.850396,0.604649,Medium,0
6290,0.409383,0.662057,0.324178,0.828619,0.350821,0.648813,0.73582,0.797047,0.934524,0.963392,0.561506,High,0
6291,0.952651,0.07134,0.76441,0.100023,0.027023,0.93967,0.821374,0.993717,0.233415,0.933128,0.463267,High,0
6292,0.062131,0.137592,0.111221,0.920275,0.53732,0.084207,0.356757,0.655099,0.363421,0.818201,0.399084,High,0
6293,0.206237,0.376215,0.35306,0.249934,0.311907,0.820794,0.801311,0.929978,0.169459,0.937804,0.391685,High,0
6294,0.97233,0.638557,0.332591,0.153294,0.367157,0.22815,0.08679,0.122602,0.091526,0.972233,0.350183,High,0
6295,0.135112,0.520314,0.878244,0.455407,0.118167,0.704753,0.711629,0.007132,0.666624,0.892029,0.318521,High,0
6296,0.828917,0.403713,0.742199,0.153038,0.377359,0.243841,0.707633,0.249928,0.743338,0.919648,0.43193,High,0
6297,0.355855,0.337845,0.60082,0.017118,0.255823,0.676605,0.204963,0.937923,0.667078,0.805231,0.330592,High,0
6298,0.04934,0.063431,0.666294,0.676227,0.384317,0.463717,0.755976,0.417994,0.637942,0.828926,0.387099,High,0
6299,0.416397,0.475123,0.473647,0.515015,0.567168,0.771886,0.879563,0.402109,0.746867,0.940589,0.521874,High,0
6300,0.12594,0.747853,0.247375,0.839856,0.179929,0.311568,0.783477,0.003491,0.463872,0.932387,0.300281,High,0
6301,0.294388,0.63278,0.324145,0.119248,0.17991,0.724074,0.241276,0.793117,0.514451,0.87693,0.323832,High,0
6302,0.635018,0.892733,0.621637,0.093514,0.984295,0.33865,0.441516,0.131249,0.197052,0.86025,0.325201,High,0
6303,0.597583,0.507144,0.362354,0.412077,0.589895,0.313789,0.837739,0.505803,0.316721,0.990843,0.520369,High,0
6304,0.865724,0.041503,0.459577,0.87104,0.852205,0.643931,0.148643,0.221068,0.049208,0.922496,0.611792,Medium,0
6305,0.630126,0.008716,0.999224,0.547797,0.776998,0.453904,0.976952,0.663857,0.972886,0.914756,0.618846,Medium,0
6306,0.259438,0.764313,0.0198,0.218833,0.475831,0.718553,0.009448,0.13128,0.802438,0.813764,0.336667,High,0
6307,0.858321,0.811829,0.918976,0.77691,0.660754,0.105322,0.568276,0.336057,0.919587,0.934219,0.511346,High,0
6308,0.294833,0.874648,0.34775,0.404866,0.017499,0.437988,0.504451,0.002114,0.310033,0.835911,0.244913,High,0
6309,0.996252,0.315561,0.619963,0.969801,0.548089,0.991357,0.967079,0.95285,0.32192,0.900597,0.717969,Medium,1
6310,0.617383,0.333268,0.550719,0.094353,0.216921,0.913732,0.267209,0.103335,0.814015,0.895175,0.398006,High,0
6311,0.546355,0.807127,0.745134,0.258113,0.828581,0.177718,0.047067,0.022782,0.77164,0.905462,0.402523,High,0
6312,0.435664,0.999053,0.390889,0.503756,0.822397,0.135567,0.527009,0.537168,0.243344,0.826722,0.358406,High,0
6313,0.916202,0.986034,0.045105,0.533384,0.06756,0.661948,0.9519,0.961062,0.775356,0.881209,0.497419,High,0
6314,0.091346,0.871259,0.552992,0.310223,0.675968,0.679073,0.974727,0.139895,0.352498,0.933167,0.385513,High,0
6315,0.990951,0.09381,0.948968,0.433762,0.585932,0.304894,0.290374,0.152277,0.140779,0.933543,0.505619,High,0
6316,0.950804,0.974674,0.911981,0.190178,0.147887,0.634934,0.270552,0.574411,0.20338,0.995173,0.357549,High,0
6317,0.246726,0.91923,0.414606,0.144561,0.121055,0.404427,0.816614,0.661034,0.250177,0.97751,0.296814,High,0
6318,0.027976,0.014399,0.295548,0.293985,0.972652,0.43464,0.660835,0.797443,0.497357,0.875737,0.489189,High,0
6319,0.63624,0.902569,0.461098,0.03037,0.61424,0.83214,0.661479,0.57055,0.416459,0.813066,0.352201,High,0
6320,0.075112,0.42067,0.731204,0.729273,0.92523,0.157889,0.138804,0.038973,0.434768,0.803038,0.354088,High,0
6321,0.712171,0.475452,0.824196,0.64394,0.139988,0.942106,0.012088,0.330548,0.173727,0.887321,0.394474,High,0
6322,0.268841,0.563394,0.577224,0.575487,0.593869,0.189071,0.92047,0.769806,0.888877,0.968026,0.473239,High,0
6323,0.464257,0.613627,0.332522,0.39944,0.883577,0.212317,0.961823,0.798243,0.507165,0.852883,0.449873,High,0
6324,0.48974,0.648907,0.10009,0.568144,0.161396,0.62341,0.519267,0.348278,0.022443,0.835903,0.373721,High,0
6325,0.438911,0.285361,0.944082,0.011415,0.162242,0.346976,0.372988,0.790228,0.007131,0.89656,0.232635,High,0
6326,0.891499,0.757324,0.144714,0.817247,0.725922,0.348265,0.269454,0.764231,0.260671,0.825484,0.500282,High,0
6327,0.623003,0.728822,0.335791,0.532575,0.168229,0.231325,0.072851,0.037753,0.048469,0.972239,0.299015,High,0
6328,0.904665,0.527432,0.291562,0.629932,0.812757,0.801061,0.317974,0.237628,0.057717,0.824618,0.549728,High,0
6329,0.446502,0.839955,0.432889,0.309074,0.555112,0.190851,0.12276,0.532731,0.712303,0.823285,0.320218,High,0
6330,0.959537,0.631729,0.270668,0.843826,0.3345,0.385835,0.67789,0.741755,0.737811,0.835919,0.548704,High,0
6331,0.970203,0.79674,0.664204,0.751937,0.797203,0.825028,0.738387,0.296792,0.626561,0.835904,0.545706,High,0
6332,0.797724,0.627727,0.249302,0.811085,0.644604,0.136191,0.440477,0.158536,0.238997,0.976753,0.562728,High,0
6333,0.548779,0.605718,0.113029,0.388926,0.36554,0.596634,0.728543,0.827553,0.978726,0.840398,0.483172,High,0
6334,0.967385,0.165872,0.362473,0.20758,0.432877,0.451594,0.013671,0.900705,0.209457,0.88468,0.479912,High,0
6335,0.928946,0.474434,0.421926,0.681835,0.235921,0.139305,0.570409,0.533321,0.537161,0.966908,0.575595,High,0
6336,0.905357,0.235619,0.545891,0.780206,0.608041,0.170627,0.44898,0.787127,0.117853,0.816319,0.528695,High,0
6337,0.787332,0.325117,0.184346,0.300537,0.26449,0.776793,0.63431,0.816929,0.345334,0.928246,0.510338,High,0
6338,0.804199,0.752481,0.092158,0.26195,0.897617,0.644134,0.155785,0.464297,0.690218,0.996204,0.609001,Medium,0
6339,0.938736,0.209667,0.303191,0.651901,0.280175,0.635237,0.455307,0.03568,0.240031,0.847523,0.499185,High,0
6340,0.097695,0.343002,0.981129,0.82738,0.912308,0.454991,0.878195,0.502882,0.996278,0.94598,0.514575,High,0
6341,0.654139,0.479032,0.710855,0.929325,0.885273,0.107096,0.674608,0.286247,0.765827,0.872389,0.490268,High,0
6342,0.174678,0.047847,0.956581,0.054689,0.215672,0.276718,0.898507,0.691652,0.384635,0.973899,0.308734,High,0
6343,0.576145,0.170246,0.215253,0.818128,0.486567,0.52315,0.887817,0.920283,0.001713,0.889607,0.586831,High,0
6344,0.623117,0.30565,0.378529,0.307744,0.26168,0.222547,0.616565,0.313707,0.291397,0.877146,0.467318,High,0
6345,0.271335,0.280087,0.92008,0.549557,0.938581,0.751509,0.351827,0.336308,0.876156,0.948928,0.520017,High,0
6346,0.144375,0.956561,0.897386,0.637212,0.995933,0.225469,0.685375,0.32379,0.563184,0.951504,0.406998,High,0
6347,0.725102,0.590982,0.526886,0.519104,0.788534,0.86017,0.285648,0.502877,0.538441,0.967764,0.581844,High,0
6348,0.082855,0.434557,0.614164,0.455242,0.757657,0.057945,0.983807,0.815412,0.036772,0.930142,0.375059,High,0
6349,0.108045,0.071679,0.240144,0.357901,0.439275,0.5073,0.903743,0.431737,0.874252,0.956416,0.535672,High,0
6350,0.713203,0.71376,0.164843,0.488687,0.399449,0.278771,0.638793,0.06732,0.582076,0.907225,0.428635,High,0
6351,0.535918,0.71734,0.19674,0.506802,0.368338,0.099236,0.807583,0.485882,0.689948,0.989876,0.481964,High,0
6352,0.646049,0.239206,0.373799,0.901274,0.775341,0.630057,0.61439,0.116999,0.434364,0.931679,0.622034,Medium,0
6353,0.914911,0.407468,0.48709,0.92594,0.61866,0.245445,0.731938,0.50404,0.932536,0.909292,0.654305,Medium,0
6354,0.366373,0.670229,0.814963,0.524917,0.428892,0.996844,0.705552,0.869906,0.171745,0.815468,0.409586,High,0
6355,0.156971,0.893902,0.001091,0.00776,0.520745,0.96552,0.006498,0.273578,0.96465,0.946088,0.357342,High,0
6356,0.579268,0.840234,0.318595,0.336493,0.814841,0.633683,0.816128,0.515512,0.165719,0.995038,0.493994,High,0
6357,0.516464,0.706149,0.925994,0.531479,0.244349,0.494506,0.375342,0.895945,0.196797,0.98878,0.401672,High,0
6358,0.209709,0.446058,0.195337,0.425843,0.109443,0.344982,0.409465,0.944627,0.400172,0.983528,0.345808,High,0
6359,0.339028,0.729017,0.438064,0.182198,0.564978,0.529452,0.499626,0.521929,0.19012,0.942897,0.310923,High,0
6360,0.878318,0.16445,0.720907,0.513419,0.535797,0.687812,0.86071,0.578048,0.859797,0.986683,0.677388,Medium,0
6361,0.684999,0.524339,0.942094,0.418233,0.774101,0.119665,0.191124,0.465888,0.510166,0.818903,0.364592,High,0
6362,0.002173,0.054929,0.613186,0.401769,0.254689,0.284271,0.841215,0.469048,0.735265,0.886871,0.397141,High,0
6363,0.785556,0.075287,0.433951,0.916455,0.776507,0.51944,0.314678,0.85813,0.354894,0.819415,0.597572,High,0
6364,0.852531,0.256515,0.821523,0.949817,0.125563,0.165501,0.406268,0.207484,0.257332,0.815041,0.425184,High,0
6365,0.124383,0.014542,0.086734,0.400012,0.620554,0.396693,0.136748,0.936978,0.34783,0.841011,0.420656,High,0
6366,0.94231,0.04258,0.946889,0.491498,0.575625,0.439311,0.676087,0.09819,0.744511,0.881868,0.546161,High,0
6367,0.567503,0.723835,0.892997,0.043766,0.821957,0.350939,0.526642,0.574169,0.601814,0.989806,0.421455,High,0
6368,0.662761,0.040537,0.211219,0.074367,0.496239,0.835858,0.350223,0.770515,0.533446,0.879969,0.516549,High,0
6369,0.421312,0.182325,0.317688,0.377498,0.677852,0.094232,0.313621,0.796702,0.882047,0.970013,0.489845,High,0
6370,0.195444,0.306082,0.298115,0.323024,0.309173,0.199512,0.269799,0.463772,0.774273,0.833766,0.311688,High,0
6371,0.112238,0.388448,0.048156,0.447085,0.387782,0.95907,0.471315,0.137473,0.839049,0.804728,0.403804,High,0
6372,0.128802,0.335631,0.376496,0.384755,0.652249,0.502532,0.493104,0.208815,0.054768,0.830339,0.339661,High,0
6373,0.377124,0.326174,0.253224,0.747738,0.503085,0.006303,0.82346,0.930341,0.779049,0.858626,0.523326,High,0
6374,0.961354,0.954578,0.450994,0.472656,0.372371,0.549979,0.24843,0.892015,0.719149,0.80529,0.429442,High,0
6375,0.638855,0.913376,0.238826,0.867974,0.649981,0.163681,0.268977,0.016748,0.589851,0.84868,0.414824,High,0
6376,0.570931,0.297907,0.825224,0.997346,0.443904,0.741757,0.079947,0.82135,0.641699,0.850574,0.520033,High,0
6377,0.929435,0.886774,0.405952,0.72276,0.0116,0.36278,0.182843,0.726433,0.318605,0.860292,0.415869,High,0
6378,0.362886,0.081012,0.453516,0.764631,0.910189,0.217821,0.637927,0.355794,0.831377,0.805675,0.535384,High,0
6379,0.995139,0.795616,0.359407,0.918682,0.28226,0.909463,0.458796,0.848855,0.200089,0.921636,0.584744,High,0
6380,0.49564,0.993969,0.430743,0.485192,0.380457,0.715713,0.100664,0.909477,0.213714,0.885074,0.353979,High,0
6381,0.400512,0.704344,0.650637,0.217364,0.645353,0.084681,0.70438,0.353221,0.696576,0.888939,0.347562,High,0
6382,0.612059,0.373297,0.90545,0.711341,0.540735,0.15936,0.4837,0.198653,0.019468,0.860973,0.412224,High,0
6383,0.253857,0.636859,0.373681,0.970271,0.369608,0.246909,0.887197,0.190572,0.343632,0.84057,0.410659,High,0
6384,0.172161,0.746075,0.016384,0.601051,0.396172,0.918253,0.885713,0.185238,0.632354,0.838683,0.437866,High,0
6385,0.75386,0.934534,0.826667,0.039628,0.556992,0.72547,0.267169,0.757615,0.028195,0.834362,0.287604,High,0
6386,0.73593,0.77852,0.587498,0.619419,0.021784,0.951026,0.289529,0.895514,0.569071,0.934177,0.448254,High,0
6387,0.797695,0.493682,0.82338,0.480156,0.237568,0.975631,0.731911,0.17492,0.712653,0.80581,0.432407,High,0
6388,0.879464,0.129424,0.255293,0.831394,0.959052,0.650348,0.280338,0.350635,0.425594,0.944811,0.682753,Medium,0
6389,0.143282,0.662426,0.502545,0.978411,0.050792,0.259819,0.5321,0.397626,0.757759,0.85409,0.346058,High,0
6390,0.602869,0.461788,0.626069,0.76797,0.996798,0.73331,0.797846,0.054888,0.016056,0.958854,0.654457,Medium,0
6391,0.471975,0.73579,0.380917,0.124628,0.570542,0.806628,0.424514,0.204898,0.675572,0.9288,0.361573,High,0
6392,0.503258,0.927352,0.658206,0.869464,0.203619,0.50253,0.12653,0.821813,0.940838,0.975828,0.441496,High,0
6393,0.893377,0.522246,0.809268,0.509265,0.795114,0.43267,0.993245,0.81238,0.028486,0.940138,0.568441,High,0
6394,0.514593,0.118781,0.547509,0.721027,0.127479,0.311306,0.303018,0.057263,0.378696,0.916196,0.472655,High,0
6395,0.18489,0.716633,0.574326,0.543619,0.510805,0.267079,0.158819,0.102681,0.615811,0.8099,0.282649,High,0
6396,0.209067,0.297641,0.805942,0.137019,0.132437,0.571882,0.536932,0.096028,0.206377,0.945916,0.232515,High,0
6397,0.785596,0.47322,0.271136,0.156562,0.309827,0.078092,0.324742,0.489207,0.131681,0.808206,0.347047,High,0
6398,0.598415,0.942135,0.015368,0.141514,0.576048,0.735341,0.462371,0.284614,0.612991,0.91292,0.400796,High,0
6399,0.155156,0.427594,0.561317,0.679315,0.984131,0.514398,0.494482,0.831011,0.266313,0.906101,0.554085,High,0
6400,0.350062,0.704154,0.049099,0.998637,0.908765,0.397498,0.457121,0.992378,0.48128,0.806918,0.520868,High,0
6401,0.249375,0.83556,0.426028,0.67775,0.170817,0.917015,0.92821,0.828614,0.281572,0.867786,0.364173,High,0
6402,0.620952,0.289679,0.943681,0.102857,0.089463,0.253327,0.244547,0.982904,0.774702,0.908934,0.39746,High,0
6403,0.00752,0.218365,0.049177,0.801891,0.926776,0.880308,0.396763,0.0472,0.379004,0.802998,0.432215,High,0
6404,0.077663,0.74291,0.708738,0.108578,0.50694,0.212054,0.794229,0.632906,0.55383,0.882332,0.282742,High,0
6405,0.99337,0.844151,0.334188,0.792868,0.488788,0.702715,0.016558,0.373575,0.676614,0.950871,0.600728,Medium,0
6406,0.403367,0.605705,0.156715,0.229635,0.405404,0.750412,0.669437,0.488145,0.257665,0.818121,0.36018,High,0
6407,0.943761,0.010768,0.988019,0.961186,0.58708,0.504397,0.682061,0.085965,0.000123,0.970737,0.580648,High,0
6408,0.345362,0.047696,0.961583,0.311818,0.183741,0.948745,0.971547,0.358982,0.729167,0.891079,0.450417,High,0
6409,0.469165,0.314094,0.291754,0.681987,0.244806,0.503328,0.028806,0.014092,0.610378,0.948341,0.493511,High,0
6410,0.377879,0.234581,0.834978,0.223449,0.158867,0.262709,0.802766,0.849476,0.221658,0.849878,0.355375,High,0
6411,0.332794,0.104281,0.996195,0.461424,0.730561,0.767306,0.068907,0.841724,0.377222,0.814069,0.371705,High,0
6412,0.95306,0.892344,0.215182,0.216239,0.873428,0.370381,0.852325,0.059769,0.369731,0.938932,0.509415,High,0
6413,0.218407,0.415802,0.80233,0.644217,0.26096,0.031646,0.237389,0.190347,0.851356,0.995083,0.362749,High,0
6414,0.148934,0.496891,0.852677,0.916048,0.252819,0.373264,0.408257,0.770609,0.92963,0.870677,0.404859,High,0
6415,0.030267,0.229267,0.70431,0.094841,0.922245,0.117658,0.906583,0.073784,0.886378,0.82004,0.340382,High,0
6416,0.305296,0.622069,0.110391,0.217352,0.557556,0.952657,0.474399,0.787138,0.122699,0.947193,0.432455,High,0
6417,0.646879,0.74928,0.543037,0.357282,0.422152,0.985555,0.425176,0.047549,0.328907,0.895912,0.389653,High,0
6418,0.29598,0.807298,0.434664,0.268357,0.867201,0.893648,0.064473,0.726458,0.783513,0.901999,0.407341,High,0
6419,0.498024,0.986447,0.085088,0.065198,0.368726,0.690146,0.485594,0.091221,0.613723,0.945254,0.376002,High,0
6420,0.503994,0.633506,0.002397,0.682524,0.966388,0.66648,0.940613,0.043216,0.114548,0.998296,0.672759,Medium,0
6421,0.108293,0.018755,0.968179,0.268905,0.254502,0.628137,0.180436,0.508317,0.094675,0.834055,0.239497,High,0
6422,0.67037,0.120281,0.14835,0.714056,0.472377,0.849789,0.156845,0.180856,0.491403,0.816422,0.570724,High,0
6423,0.774708,0.431912,0.44826,0.497629,0.801715,0.753115,0.049626,0.00695,0.75568,0.967824,0.594443,High,0
6424,0.326528,0.936067,0.461429,0.681061,0.732278,0.507777,0.27763,0.98199,0.787299,0.976072,0.52142,High,0
6425,0.786175,0.267483,0.37299,0.322361,0.981213,0.461214,0.61945,0.916943,0.855547,0.851479,0.569322,High,0
6426,0.5769,0.558698,0.534853,0.049547,0.377776,0.043029,0.144933,0.160861,0.540081,0.806343,0.222995,High,0
6427,0.895954,0.725861,0.964958,0.947163,0.976189,0.111427,0.692057,0.729709,0.158382,0.85261,0.508829,High,0
6428,0.474311,0.386149,0.573994,0.575383,0.698035,0.785726,0.011496,0.377512,0.660466,0.907054,0.448256,High,0
6429,0.554725,0.457193,0.440524,0.49094,0.060951,0.751913,0.553502,0.986559,0.449321,0.944097,0.528279,High,0
6430,0.382114,0.796962,0.73707,0.996706,0.524205,0.0262,0.285967,0.551686,0.116665,0.922389,0.427896,High,0
6431,0.000897,0.161321,0.777431,0.026484,0.264642,0.300466,0.315483,0.327353,0.724364,0.941934,0.29849,High,0
6432,0.986968,0.126489,0.402224,0.56636,0.912725,0.277747,0.671251,0.967183,0.589765,0.844371,0.568441,High,0
6433,0.806038,0.238988,0.365954,0.872542,0.212877,0.94099,0.22336,0.130327,0.668621,0.934432,0.635778,Medium,0
6434,0.39907,0.024532,0.791883,0.960971,0.968423,0.141282,0.683957,0.55664,0.453814,0.958176,0.612237,Medium,0
6435,0.24774,0.183438,0.478866,0.199415,0.609768,0.649164,0.031544,0.576179,0.518171,0.861299,0.412388,High,0
6436,0.794651,0.788184,0.755421,0.62033,0.92001,0.817736,0.362453,0.804542,0.495689,0.994619,0.557418,High,0
6437,0.644414,0.719263,0.823662,0.540856,0.163068,0.811453,0.81985,0.470673,0.630786,0.887478,0.415569,High,0
6438,0.152241,0.356026,0.671611,0.498372,0.758509,0.68553,0.095122,0.567658,0.724687,0.869625,0.42146,High,0
6439,0.060949,0.529065,0.571734,0.07368,0.879689,0.535639,0.698954,0.626106,0.051562,0.910123,0.316694,High,0
6440,0.777144,0.760419,0.987777,0.886767,0.225397,0.569472,0.738249,0.081958,0.895333,0.866962,0.499188,High,0
6441,0.250496,0.463778,0.408698,0.138601,0.912775,0.673981,0.515108,0.597951,0.856043,0.884682,0.470855,High,0
6442,0.845853,0.277348,0.653349,0.315154,0.597212,0.506885,0.539107,0.6341,0.75123,0.942959,0.571716,High,0
6443,0.186321,0.16467,0.316921,0.61297,0.222073,0.38224,0.845869,0.245198,0.725202,0.986031,0.47421,High,0
6444,0.429874,0.186657,0.036264,0.897563,0.041053,0.289231,0.284034,0.669271,0.732847,0.872448,0.507495,High,0
6445,0.578133,0.05141,0.071881,0.47961,0.817195,0.215994,0.628097,0.918378,0.682011,0.908645,0.642883,Medium,0
6446,0.604519,0.684009,0.004235,0.272255,0.505459,0.179705,0.734025,0.256876,0.491007,0.939481,0.43487,High,0
6447,0.754376,0.667275,0.792783,0.563932,0.804277,0.764628,0.497477,0.972556,0.61592,0.919435,0.518495,High,0
6448,0.968583,0.513128,0.416936,0.256007,0.881483,0.166952,0.165383,0.352079,0.64323,0.940661,0.562775,High,0
6449,0.489092,0.601936,0.989002,0.328665,0.802491,0.134167,0.061324,0.011776,0.916463,0.939404,0.385374,High,0
6450,0.374954,0.24276,0.374201,0.442617,0.159231,0.000156,0.486036,0.220885,0.277764,0.888104,0.343147,High,0
6451,0.595567,0.117163,0.735047,0.32835,0.603439,0.603083,0.24621,0.524998,0.061933,0.980666,0.458891,High,0
6452,0.937964,0.79955,0.378982,0.012553,0.969556,0.014399,0.101255,0.517814,0.675671,0.864513,0.406405,High,0
6453,0.740513,0.431967,0.431672,0.809433,0.377284,0.285576,0.461081,0.196432,0.007994,0.931267,0.504271,High,0
6454,0.116575,0.199999,0.625585,0.264385,0.742503,0.376804,0.270079,0.581663,0.06714,0.941439,0.387162,High,0
6455,0.585373,0.179035,0.767391,0.111357,0.798331,0.033158,0.399424,0.684041,0.700993,0.853943,0.409642,High,0
6456,0.80996,0.694108,0.163847,0.324359,0.200761,0.233116,0.78966,0.758288,0.483189,0.824584,0.38387,High,0
6457,0.330318,0.168351,0.941159,0.417871,0.101196,0.719719,0.863674,0.530964,0.907834,0.825534,0.32492,High,0
6458,0.682686,0.861075,0.62895,0.187818,0.480774,0.454562,0.338574,0.149333,0.768504,0.853148,0.295963,High,0
6459,0.813139,0.366092,0.102501,0.457459,0.306944,0.436158,0.748825,0.794312,0.496456,0.822294,0.504481,High,0
6460,0.044567,0.618819,0.843386,0.385229,0.060859,0.944243,0.479963,0.930352,0.592576,0.812042,0.246486,High,0
6461,0.497527,0.739528,0.849829,0.021003,0.526108,0.91326,0.066918,0.469409,0.2578,0.886278,0.284915,High,0
6462,0.068502,0.492373,0.544318,0.63972,0.596272,0.51581,0.48519,0.697279,0.823924,0.987343,0.51087,High,0
6463,0.009708,0.566903,0.928183,0.909106,0.450796,0.756669,0.962808,0.735441,0.641007,0.843124,0.406865,High,0
6464,0.841126,0.110783,0.31296,0.714704,0.247062,0.489448,0.16178,0.955326,0.45112,0.844405,0.545122,High,0
6465,0.694057,0.29672,0.096019,0.522222,0.427997,0.688921,0.808817,0.018321,0.128307,0.970891,0.588647,High,0
6466,0.84416,0.127005,0.084984,0.103834,0.480181,0.171098,0.874745,0.247352,0.539578,0.814732,0.486621,High,0
6467,0.985742,0.407457,0.554423,0.092541,0.950373,0.619359,0.333388,0.867393,0.87481,0.839212,0.474248,High,0
6468,0.90697,0.292958,0.63547,0.571854,0.556377,0.008334,0.355472,0.119576,0.491583,0.808222,0.471845,High,0
6469,0.941183,0.043772,0.82233,0.49848,0.656848,0.17675,0.084359,0.332803,0.209879,0.93923,0.545129,High,0
6470,0.913763,0.328042,0.200632,0.495398,0.922462,0.471684,0.789535,0.995653,0.525133,0.834211,0.610036,Medium,0
6471,0.78622,0.278663,0.929135,0.693044,0.790255,0.688514,0.040916,0.336487,0.568768,0.807221,0.483524,High,0
6472,0.633703,0.212618,0.094998,0.585389,0.377146,0.159103,0.717819,0.398287,0.907233,0.883585,0.543613,High,0
6473,0.359222,0.615535,0.364341,0.249353,0.802208,0.614154,0.055965,0.910312,0.785208,0.81203,0.366767,High,0
6474,0.381194,0.162765,0.639274,0.876465,0.048659,0.651454,0.846401,0.146684,0.789788,0.882626,0.507998,High,0
6475,0.623831,0.020724,0.884802,0.113692,0.701958,0.27134,0.789527,0.313483,0.472271,0.994158,0.443204,High,0
6476,0.264977,0.240345,0.928976,0.140562,0.903293,0.179151,0.051356,0.319467,0.539411,0.975133,0.384497,High,0
6477,0.104531,0.546476,0.957252,0.454606,0.760616,0.932121,0.133569,0.679578,0.548236,0.936443,0.382929,High,0
6478,0.230156,0.764947,0.12669,0.66915,0.490362,0.538623,0.654386,0.074758,0.783815,0.866794,0.421747,High,0
6479,0.446938,0.252371,0.363809,0.842165,0.720477,0.133475,0.628142,0.033653,0.178936,0.805323,0.433375,High,0
6480,0.204915,0.76862,0.922162,0.685894,0.559644,0.130324,0.267309,0.772904,0.486703,0.888334,0.320452,High,0
6481,0.533598,0.070581,0.396784,0.60395,0.188096,0.939346,0.444526,0.680163,0.390162,0.917374,0.517703,High,0
6482,0.001673,0.390283,0.163,0.089262,0.825583,0.400589,0.973607,0.792295,0.983408,0.929795,0.417502,High,0
6483,0.019638,0.08407,0.051213,0.894528,0.53061,0.919267,0.845231,0.208525,0.360992,0.898371,0.571508,High,0
6484,0.980961,0.835479,0.833027,0.642245,0.818313,0.491389,0.978678,0.616605,0.280555,0.943227,0.59185,High,0
6485,0.883191,0.276167,0.908929,0.120689,0.374454,0.504554,0.852486,0.353399,0.664715,0.82259,0.417653,High,0
6486,0.985852,0.158931,0.712918,0.928482,0.96364,0.181525,0.987617,0.7814,0.238134,0.9472,0.726414,Medium,1
6487,0.972782,0.398272,0.034714,0.037197,0.433952,0.19172,0.07606,0.020241,0.826819,0.850149,0.383678,High,0
6488,0.887475,0.48118,0.762568,0.128378,0.872367,0.18339,0.511522,0.871358,0.656239,0.956666,0.532533,High,0
6489,0.022598,0.647696,0.394651,0.619916,0.940684,0.213405,0.28754,0.281427,0.222706,0.885705,0.321294,High,0
6490,0.111879,0.508013,0.174787,0.452786,0.198395,0.380088,0.528214,0.648621,0.323021,0.886039,0.328877,High,0
6491,0.531972,0.047363,0.41734,0.389426,0.167485,0.08913,0.515903,0.935338,0.350495,0.941492,0.52633,High,0
6492,0.307811,0.583597,0.470117,0.613876,0.225421,0.062651,0.186636,0.755311,0.372377,0.908591,0.346108,High,0
6493,0.374623,0.972866,0.672788,0.915284,0.004733,0.485311,0.721353,0.454559,0.837804,0.872661,0.348505,High,0
6494,0.116503,0.338453,0.92852,0.574382,0.471932,0.176834,0.486227,0.632367,0.988413,0.804077,0.370029,High,0
6495,0.909421,0.618129,0.254291,0.468959,0.248033,0.726925,0.761027,0.769673,0.168291,0.988909,0.619337,Medium,0
6496,0.852578,0.390104,0.313438,0.057709,0.694183,0.882278,0.175411,0.039577,0.039608,0.841303,0.403703,High,0
6497,0.996837,0.590389,0.214504,0.101857,0.828644,0.708969,0.23122,0.493739,0.726059,0.879255,0.481763,High,0
6498,0.751772,0.219437,0.320502,0.194846,0.31142,0.67668,0.91034,0.344383,0.559323,0.860102,0.479269,High,0
6499,0.920011,0.594914,0.152105,0.152471,0.537651,0.382784,0.036094,0.045608,0.375664,0.892552,0.430158,High,0
6500,0.548055,0.109782,0.679887,0.471011,0.933091,0.04596,0.814758,0.227783,0.960742,0.980002,0.574397,High,0
6501,0.301024,0.976739,0.9162,0.47638,0.154937,0.271796,0.698196,0.783117,0.85903,0.835568,0.297139,High,0
6502,0.569515,0.120251,0.022357,0.42353,0.939805,0.861977,0.593566,0.747491,0.103199,0.834842,0.591329,High,0
